# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
0.008577 0.184969 -0.303167 -0.646254 -0.231000 -0.160049 -0.013623 0.874648 1.000000 1.343284
-0.693448 -0.104847 0.302244 0.537708 0.783903 -0.688461 -0.009963 0.134360 1.000000 0.838117
0.862948 0.969295 0.640593 0.184193 0.321453 0.106573 -0.471648 0.458104 1.000000 1.318752
-0.038370 0.503716 0.152284 -0.746312 0.487638 0.810659 0.967104 -0.327868 1.000000 1.126795
-0.461066 0.351492 0.555621 0.689273 -0.614121 0.479561 0.919453 -0.575224 1.000000 0.849184
0.923773 -0.292038 -0.662619 -0.718460 0.655447 -0.928779 -0.339527 0.427251 1.000000 1.208652
0.273561 0.646122 -0.034326 -0.680705 -0.934513 -0.218437 0.559918 -0.105147 1.000000 0.793115
0.397198 -0.463581 0.741928 0.461194 -0.564295 -0.220089 -0.737124 -0.405392 1.000000 0.590369
-0.196395 0.840119 0.738512 0.788951 0.231323 0.872502 0.280676 0.055625 1.000000 1.345275
0.524802 0.353788 0.419556 -0.630914 -0.154678 0.451046 -0.595920 -0.140273 1.000000 0.860402
-0.147475 -0.040510 0.795094 -0.573758 -0.076650 0.269747 -0.926539 -0.100624 1.000000 0.925725
-0.343194 0.917420 0.992694 0.979531 0.590856 -0.682321 0.408681 0.237867 1.000000 1.425695
-0.954760 0.017295 0.181222 -0.106777 -0.406401 -0.816856 -0.931308 -0.080724 1.000000 0.765565
-0.618509 0.098203 -0.235628 -0.482678 0.979274 -0.775762 0.797315 -0.997724 1.000000 0.533168
0.729335 -0.370849 -0.707589 -0.257858 0.284947 0.152287 0.529676 0.439173 1.000000 1.486631
