# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
-0.084974 0.078578 -0.008758 -0.618119 0.646353 0.059713 0.229085 0.622456 0.184449 -0.169309 -0.743472 -0.716011 1.000000 1.227132
0.500655 -0.408563 -0.930210 -0.021968 0.773857 0.035818 -0.012896 0.258366 0.203558 0.397223 0.515282 -0.526911 1.000000 1.023589
0.312774 -0.830834 0.863028 -0.392117 0.827706 0.894912 0.746747 0.160252 -0.179857 -0.314169 -0.370886 -0.805419 1.000000 0.677819
-0.565607 -0.810534 -0.467530 -0.733982 -0.806827 -0.920282 0.394634 -0.523611 -0.041035 -0.486190 -0.700501 -0.496720 1.000000 1.216327
0.182383 -0.584278 -0.506211 0.938899 -0.514325 0.587130 -0.837103 -0.429060 0.124400 -0.578696 -0.184919 -0.854349 1.000000 1.388074
-0.548470 0.771199 -0.301576 0.641233 -0.963616 0.912599 0.527779 -0.306721 -0.880445 0.100514 -0.993542 0.555842 1.000000 0.955957
-0.497113 0.367901 0.835886 0.112700 -0.764357 -0.752033 0.059599 0.338294 0.274947 -0.512980 -0.604992 0.551972 1.000000 0.917365
-0.358635 0.369971 -0.109245 0.849209 -0.997308 0.522929 0.435590 0.936076 0.328906 0.767540 -0.311351 0.491683 1.000000 0.923820
0.159895 -0.189882 0.940126 -0.735394 0.161690 -0.087962 -0.813374 0.620160 -0.254810 0.328097 0.198001 0.656060 1.000000 0.638358
-0.600704 0.111927 -0.152044 -0.249649 0.183802 0.298808 -0.728283 0.904989 -0.199046 0.756262 0.214431 -0.590355 1.000000 1.059736
0.606943 0.178870 -0.161150 0.471036 -0.755642 0.417912 0.326701 0.546524 0.490557 -0.119739 0.987778 -0.349067 1.000000 0.989669
-0.264068 -0.981469 0.479371 0.471132 -0.805108 0.955338 0.279367 0.805231 0.352920 0.560854 -0.272870 -0.725731 1.000000 1.115449
-0.020423 -0.257749 -0.582257 0.809618 0.236246 -0.313111 0.828918 0.333438 -0.615869 0.799277 -0.650316 -0.134389 1.000000 1.124674
0.194551 0.510769 0.334630 0.242153 0.423283 -0.737788 -0.230287 0.255469 0.049907 -0.895681 0.546330 0.090841 1.000000 0.587388
0.160062 0.058581 -0.877661 0.635885 -0.223054 -0.673618 -0.217740 -0.932839 -0.962398 0.813633 -0.096079 -0.850536 1.000000 1.404623
