# x0 x1 x2 amplitude sigma
-0.570828 -0.766122 0.429932 1.000000 0.733611
0.148381 0.976959 0.348289 1.000000 0.534388
0.364709 -0.056467 0.860396 1.000000 1.080089
-0.858293 -0.504615 -0.720564 1.000000 0.629114
-0.200543 0.301836 0.575066 1.000000 1.186241
0.704408 0.425780 0.152632 1.000000 1.183675
-0.356430 -0.874185 0.552022 1.000000 1.373196
0.410444 0.955696 -0.473783 1.000000 0.626965
0.888124 0.882666 0.780809 1.000000 1.089669
-0.950049 -0.060789 -0.968859 1.000000 0.552552
0.193799 -0.291230 0.106190 1.000000 0.822286
-0.634730 0.882505 -0.896991 1.000000 0.955736
-0.444678 0.805646 -0.314748 1.000000 1.404977
0.065454 -0.165352 0.816939 1.000000 1.041333
0.088431 -0.517651 0.412905 1.000000 0.536950
