# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.478854 -0.990835 -0.274406 0.413610 -0.409080 -0.653669 -0.299833 0.331375 -0.949677 -0.543949 0.811869 -0.688500 -0.025386 0.600052 -0.016277 1.000000 0.772858
0.361933 -0.126710 -0.072507 -0.085047 -0.214065 -0.504496 -0.006069 -0.853834 -0.972027 0.964126 -0.281183 -0.846426 0.095248 -0.129513 0.517444 1.000000 0.884284
0.042021 0.800488 0.465127 -0.942969 -0.337189 -0.008093 0.661020 -0.046018 -0.574300 0.236656 0.755889 -0.924543 0.015392 -0.413525 -0.671336 1.000000 0.831939
0.300735 0.512256 -0.425432 -0.850673 -0.529461 -0.434359 0.311997 -0.402772 -0.931851 -0.381157 -0.321272 -0.316074 0.234166 0.357586 -0.627116 1.000000 1.473597
0.602718 0.237460 -0.853723 -0.132147 0.234371 0.075213 -0.330232 -0.483453 0.921087 -0.423139 0.817154 -0.824273 -0.321397 -0.171977 -0.476470 1.000000 0.946306
0.351100 0.005805 -0.806827 0.427285 0.694544 0.055272 0.624769 0.143359 0.834039 -0.417587 0.751663 0.366328 0.428101 -0.547932 0.690266 1.000000 1.263339
-0.492455 0.467829 -0.092067 -0.364401 0.207914 0.188301 -0.388501 0.211331 0.026495 -0.122172 0.632342 -0.140906 0.935123 -0.825025 0.969774 1.000000 1.070105
-0.122578 0.390629 -0.161664 0.624465 -0.617496 0.165374 0.681214 0.221806 0.898695 0.314858 0.915080 0.676167 0.121550 -0.509686 -0.650083 1.000000 1.297970
0.392588 0.330711 -0.079321 0.199606 0.696305 0.703995 0.904242 -0.125436 0.708573 0.429937 0.726659 -0.530904 -0.542602 -0.235004 0.865690 1.000000 1.003638
0.258816 0.728059 -0.471916 -0.651270 -0.668659 0.180618 -0.076012 0.421992 -0.992542 -0.530859 -0.092667 -0.093088 0.498490 -0.815422 -0.177163 1.000000 1.328916
0.412735 -0.268802 -0.270095 0.072383 -0.423053 0.980987 0.722182 -0.044336 0.510532 -0.966026 -0.875078 0.714171 -0.604175 -0.758904 0.790009 1.000000 0.549579
-0.519667 0.767976 0.707051 -0.690593 -0.429824 -0.051873 -0.330691 0.747621 -0.237857 -0.816111 0.197950 0.438761 -0.345314 0.739326 0.372339 1.000000 1.156926
-0.707350 -0.008259 0.931560 0.224740 -0.440327 -0.624013 -0.808728 -0.200535 0.039646 -0.657265 -0.086455 0.572732 -0.180834 0.843035 0.085128 1.000000 0.849607
-0.610675 0.697030 -0.415785 -0.240992 -0.723734 -0.533146 0.220189 0.141655 0.716558 0.727393 0.294567 -0.970637 0.373817 0.989187 0.455202 1.000000 0.697317
0.372729 -0.467164 0.976593 0.753673 -0.446918 0.099375 0.215513 -0.716554 0.920869 0.800393 -0.312410 -0.948468 -0.211289 -0.324084 0.352293 1.000000 0.577879
