# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
-0.037791 0.584024 0.108557 0.555699 -0.344507 0.100538 -0.864486 0.359082 0.061548 0.260764 0.953571 -0.172691 -0.079188 0.181161 0.052713 -0.278618 -0.833951 0.966469 1.000000 1.387402
-0.829468 0.759629 0.799376 -0.118197 -0.960079 -0.436972 -0.251418 0.712186 0.196364 0.500786 -0.403746 -0.245792 -0.291572 -0.814274 0.935374 0.593921 0.995006 0.506124 1.000000 1.143829
0.738160 -0.925150 0.406255 0.740515 -0.808615 -0.882267 0.291843 0.352451 0.263468 -0.353904 0.994538 0.908857 0.902298 0.767982 0.854318 0.144199 -0.420041 -0.524993 1.000000 1.460782
-0.376219 0.324376 -0.834479 -0.862050 0.497282 -0.133128 -0.155141 -0.984999 0.967778 0.951168 -0.690915 0.371781 -0.749494 0.659287 0.935395 -0.298829 0.956653 0.413360 1.000000 1.316111
-0.076967 0.679709 -0.959189 0.207898 -0.153710 -0.122434 0.973915 0.586230 0.346947 0.954813 0.990576 -0.529660 -0.016971 0.983286 0.821034 0.485776 -0.045998 -0.013419 1.000000 1.406518
0.847965 -0.464507 -0.991360 -0.461150 -0.856189 -0.422361 -0.623309 -0.171950 -0.732971 -0.657004 -0.953192 0.954076 0.311597 0.185122 -0.849714 -0.731835 -0.748534 -0.113502 1.000000 1.392708
-0.371154 -0.521851 0.754876 0.495249 0.729144 0.560892 -0.349780 -0.220928 -0.913803 -0.013826 -0.780639 -0.315634 0.062321 0.915558 0.690307 0.038574 0.967490 0.736179 1.000000 0.654722
0.044776 -0.793468 -0.945970 -0.700816 0.223328 -0.106551 0.193157 0.151490 -0.319319 -0.266215 -0.007307 -0.659741 -0.290791 -0.961763 -0.735622 -0.171645 0.909651 -0.770855 1.000000 1.490054
-0.962893 0.482825 -0.081643 -0.119506 0.175967 0.130374 0.903416 0.112416 0.689297 0.308176 0.510019 -0.269198 0.278223 0.019174 -0.743253 0.159266 0.555573 -0.981776 1.000000 0.981290
0.803425 -0.585808 0.746556 -0.581292 0.438537 -0.252653 -0.105373 -0.656272 -0.083248 -0.726475 -0.440674 -0.207177 -0.622273 0.524907 0.261149 0.549765 0.856482 0.886502 1.000000 1.398261
-0.376509 -0.414902 -0.420330 0.446468 0.088040 0.808361 0.347753 0.302471 -0.527037 -0.840661 -0.799000 0.157737 0.527755 0.214027 0.015073 0.767400 0.846897 -0.544099 1.000000 0.568694
-0.371700 -0.726935 0.891831 -0.437740 0.441570 -0.444436 0.054219 0.674488 -0.026868 -0.524029 0.804233 0.086255 0.862634 -0.075065 -0.569205 -0.181631 -0.490826 0.725596 1.000000 1.470003
0.242381 -0.633074 0.469724 0.032357 0.274946 0.232524 -0.589579 0.561150 -0.437156 -0.980210 0.043095 0.683105 0.369519 -0.024013 0.453436 -0.437170 -0.032862 -0.530896 1.000000 1.122670
0.684745 -0.664579 0.159502 -0.450875 0.692783 0.024587 -0.516040 0.766394 0.944858 -0.096019 -0.540470 -0.846746 -0.663864 0.711505 0.522061 0.975943 -0.413867 -0.372648 1.000000 0.506095
0.072636 0.599695 0.678696 -0.884791 -0.992011 0.727311 0.568973 -0.653511 -0.802092 0.341202 0.801463 0.687196 -0.371636 -0.210777 0.802936 -0.587309 0.146214 0.874478 1.000000 1.342659
