# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 amplitude sigma
0.986099 -0.628903 -0.164731 0.263957 0.757803 -0.121167 0.394185 -0.166208 0.144087 0.204010 1.000000 0.714779
0.284561 -0.422014 0.941582 0.759360 0.577245 0.806791 -0.791325 0.641743 0.211342 0.570982 1.000000 0.772664
0.823627 -0.083617 -0.293555 -0.043579 -0.833797 -0.160224 0.170876 0.487754 0.950011 0.993088 1.000000 0.857340
0.179220 -0.794746 -0.794263 0.955065 0.184380 0.208925 0.398097 0.139972 0.802545 0.794087 1.000000 1.118624
0.128395 -0.311314 -0.865547 0.298280 0.742954 -0.009583 0.702712 0.798388 0.257933 0.140535 1.000000 1.141341
-0.827057 -0.120823 0.918815 0.533270 0.011629 -0.298191 -0.518932 -0.352780 -0.305848 0.857646 1.000000 1.214018
-0.595798 0.428825 -0.692048 0.369156 0.775606 -0.901414 0.252142 -0.057872 0.418890 -0.182672 1.000000 1.080274
0.428473 -0.484423 -0.210862 -0.107421 -0.673942 -0.751020 0.224693 -0.585538 0.722131 0.711847 1.000000 0.833899
0.864904 -0.879785 0.651806 -0.297513 0.457598 0.743028 0.664140 -0.409140 -0.068632 -0.371317 1.000000 1.273196
-0.739577 -0.963836 -0.030749 -0.746782 0.973240 -0.799389 -0.032726 -0.909912 -0.728194 0.935241 1.000000 1.136368
-0.537544 -0.004181 0.593186 -0.310218 -0.707226 0.548884 0.981176 0.021873 0.613051 -0.745155 1.000000 1.005414
-0.610992 -0.361091 0.749442 -0.757164 -0.162098 0.934973 0.938607 0.182893 0.650245 -0.702923 1.000000 0.618418
-0.802106 0.490333 0.633990 -0.891066 0.562012 -0.461867 -0.657642 -0.800306 0.338659 -0.065928 1.000000 0.778652
0.489397 0.284697 0.783888 -0.133403 -0.502033 0.946141 0.231332 0.519674 -0.033524 -0.184999 1.000000 1.190974
-0.496767 -0.039062 0.322305 0.073636 0.211092 -0.079191 -0.832766 -0.030952 0.363343 0.652319 1.000000 0.661503
