# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
0.428291 -0.963764 -0.217973 0.386200 -0.505811 -0.125342 0.742539 -0.640218 0.114983 -0.562983 0.863947 -0.394338 1.000000 0.773413
0.970619 -0.165529 0.557513 -0.882623 -0.233448 -0.966183 -0.508815 -0.074066 0.681214 -0.942475 -0.959998 -0.794912 1.000000 0.762461
0.006383 0.953977 0.189123 0.144019 -0.517901 0.316495 -0.519767 -0.835926 0.759385 -0.819168 -0.002344 0.258788 1.000000 1.243117
0.697792 0.403049 0.265237 -0.688925 0.988124 0.628964 0.276658 -0.718024 -0.693623 0.380127 -0.134622 -0.992847 1.000000 0.525178
-0.595234 0.132077 -0.950594 0.918201 0.553359 0.962106 0.218177 -0.833352 0.296636 -0.703147 -0.711851 0.050281 1.000000 0.825450
-0.666944 0.214363 -0.113029 0.614068 -0.624482 0.738442 -0.941416 0.351737 0.123941 0.857418 0.058149 -0.425461 1.000000 0.581446
0.341191 0.588849 -0.857620 -0.602991 0.414588 0.571963 0.717014 -0.184299 -0.211301 0.318051 -0.739295 0.024695 1.000000 1.466719
-0.692296 -0.952430 -0.539049 0.898786 -0.905411 -0.873850 0.072649 -0.219127 0.957323 0.646221 -0.757977 -0.481791 1.000000 1.083927
0.973317 -0.757880 0.510218 -0.931269 0.243554 -0.724889 -0.697088 0.810793 0.913906 -0.484281 0.869963 -0.181840 1.000000 0.502404
0.416726 -0.186473 -0.142825 0.140603 -0.628593 0.991959 -0.006364 -0.578861 -0.792352 -0.661583 -0.494837 -0.861962 1.000000 1.229733
-0.918732 0.005583 -0.037439 -0.604410 0.706471 0.653529 0.683485 -0.859483 -0.911206 -0.345289 -0.241595 0.697762 1.000000 0.605832
-0.645011 -0.488686 -0.079919 -0.925210 0.434194 0.719049 -0.896412 0.138965 0.087953 0.698062 0.820445 -0.940363 1.000000 0.939507
0.836622 -0.112085 0.540311 0.300034 0.626817 0.377007 0.011310 0.064533 0.752550 0.059388 -0.082683 0.603856 1.000000 1.031075
0.676082 -0.934826 0.032771 -0.615644 -0.746886 -0.342998 -0.739955 -0.720958 -0.672125 -0.185271 0.323597 -0.758442 1.000000 1.069313
-0.176199 -0.971927 0.672039 -0.738779 0.639190 -0.983458 -0.206201 0.607377 -0.799139 0.800490 0.713867 0.466939 1.000000 0.948900
