# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.061948 0.355589 0.154389 -0.350683 0.298038 0.832356 0.095002 0.952062 0.904682 0.179542 0.572303 -0.591582 0.309598 -0.722474 0.674548 1.000000 0.932131
-0.474487 0.857002 -0.340596 -0.052673 -0.592863 0.607081 -0.229535 -0.682731 0.801765 -0.490940 0.585425 -0.352751 0.384773 -0.283233 0.650259 1.000000 1.216249
-0.317946 0.734262 0.126626 -0.680327 0.509449 -0.275021 0.664452 -0.630002 -0.591928 0.331470 -0.442920 0.628612 0.285198 -0.058928 -0.505875 1.000000 1.394754
-0.361358 0.352796 0.505737 0.878203 -0.856223 0.907645 -0.756109 -0.991512 0.277392 0.320538 -0.181597 -0.458458 -0.835449 0.614202 -0.910728 1.000000 0.783259
0.528621 -0.927837 -0.245053 -0.871238 0.043823 0.227799 -0.367415 -0.390672 0.667761 -0.398492 0.826465 -0.950581 -0.820109 0.045855 0.490587 1.000000 1.121995
-0.340136 -0.278723 0.115692 -0.416266 -0.093281 -0.869275 -0.709755 -0.876283 0.159601 -0.642498 0.668125 -0.350038 -0.041762 0.740825 0.842228 1.000000 0.532568
-0.243376 -0.675508 0.164946 -0.402662 0.421869 -0.643836 -0.974795 0.177239 -0.437110 -0.228724 -0.916844 -0.584525 -0.577466 0.876292 -0.855157 1.000000 0.968734
-0.072486 -0.472537 -0.047616 0.963825 0.235593 -0.716817 -0.458232 0.331787 0.755656 0.358478 -0.425933 0.226088 0.293097 -0.466025 0.852286 1.000000 1.161033
0.652853 -0.618419 0.879930 0.930983 -0.192071 -0.562433 -0.369778 -0.769222 -0.240760 -0.691135 -0.817082 0.855691 0.961061 -0.355748 -0.874863 1.000000 0.958897
0.391835 -0.796004 0.815295 -0.614812 -0.118704 -0.103079 -0.241860 -0.206857 0.787568 -0.560936 0.393952 0.485584 0.829031 0.245421 0.423440 1.000000 1.330138
-0.183660 0.224594 -0.670078 -0.319293 -0.878888 -0.551183 0.704484 -0.317924 -0.958925 -0.244411 0.055908 0.792925 0.710205 0.587037 0.626740 1.000000 1.051581
-0.541744 0.367956 0.050661 -0.176894 0.695814 0.063321 0.965241 0.377905 0.431063 0.917710 0.344758 0.290410 -0.517598 -0.088400 0.072809 1.000000 1.247510
0.611399 0.287672 0.940377 0.955636 0.665393 -0.471446 -0.327423 0.781141 0.316323 -0.240662 0.841038 -0.347144 0.943391 0.278982 -0.784153 1.000000 0.818551
0.510054 0.644607 0.100995 0.560738 -0.178482 -0.847341 -0.436361 -0.435287 -0.894293 -0.973645 0.977098 -0.656762 -0.262048 -0.048142 -0.719032 1.000000 1.203613
-0.680992 0.713008 0.317038 -0.706622 0.811481 0.886003 -0.014491 -0.790761 -0.100950 -0.726213 0.672267 -0.022613 0.717132 0.291170 -0.047236 1.000000 1.099287
