# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
0.851701 0.826334 -0.455267 0.172066 -0.871071 0.322602 -0.170557 -0.963972 -0.961263 0.334630 -0.081529 0.562848 0.863153 -0.957417 -0.994228 0.097071 -0.920016 0.330034 1.000000 1.387402
0.042512 0.619138 -0.705412 -0.571545 -0.241881 -0.776011 -0.310243 -0.334114 0.740614 0.154787 -0.056081 -0.310994 -0.014979 0.306493 0.560674 -0.648066 -0.239040 0.403994 1.000000 1.143829
0.111028 0.505006 0.419038 0.637044 -0.263131 -0.035301 -0.848784 -0.321023 0.799909 -0.323670 -0.441016 0.640998 -0.285898 -0.390556 -0.434377 0.169619 -0.558473 0.527807 1.000000 1.460782
0.463567 0.198372 -0.562674 0.230154 0.485802 0.788489 -0.212101 0.933165 -0.011848 0.033067 -0.186304 0.842173 -0.137955 -0.143937 0.653774 -0.406346 0.887050 0.923066 1.000000 1.316111
0.875913 -0.563425 -0.110242 -0.219697 -0.156346 -0.959676 -0.865753 0.998063 -0.016099 0.094532 0.172228 -0.299866 -0.103367 -0.138597 -0.251394 -0.517490 0.576413 0.835314 1.000000 1.406518
0.537372 0.490739 0.989519 -0.359222 0.135776 0.934412 0.554875 0.584339 0.851649 -0.633020 -0.527577 0.302393 -0.439778 -0.668048 0.154464 0.816727 -0.577195 -0.918949 1.000000 1.392708
0.851945 0.281750 0.083626 -0.324122 0.000903 -0.844462 -0.779780 -0.387534 -0.312893 -0.375651 -0.667197 0.600771 0.154181 0.740518 -0.089835 0.131976 0.239209 -0.837745 1.000000 0.654722
-0.998231 0.299923 0.795186 -0.064747 -0.502567 0.508909 -0.005469 -0.944122 0.629307 0.919851 -0.346521 0.604115 0.676687 0.802348 0.802304 0.400339 -0.547934 0.455155 1.000000 1.490054
-0.847388 0.191728 0.435095 0.766906 -0.978547 0.856356 -0.473645 0.158898 -0.684498 -0.056107 0.490859 0.066156 0.690136 -0.886421 0.610821 -0.601020 0.514174 0.923737 1.000000 0.981290
0.087466 -0.820044 0.678537 -0.485827 0.348717 0.503260 -0.137467 -0.270997 -0.520012 -0.120951 -0.358008 -0.258766 0.169246 -0.389741 0.406345 0.257357 0.095088 0.769308 1.000000 1.398261
0.338237 0.311981 0.505565 -0.492215 0.585938 0.835875 -0.774479 -0.533113 0.450170 -0.722417 0.121442 0.152573 -0.686267 -0.147656 0.815885 0.281798 -0.784350 0.514038 1.000000 0.568694
-0.965590 -0.277598 0.858363 -0.116596 -0.516266 0.474721 0.667787 0.470667 -0.061767 -0.902286 -0.814046 -0.452122 0.917650 0.752661 -0.836672 -0.122407 -0.951192 0.020403 1.000000 1.470003
-0.299627 -0.314610 0.025854 0.009176 -0.181780 -0.460803 -0.439692 0.402536 -0.089750 -0.672346 0.596851 0.488049 -0.359122 -0.557754 0.150508 0.049939 0.988680 0.062543 1.000000 1.122670
-0.336200 -0.131022 -0.610588 0.258873 0.798611 0.061115 -0.956819 -0.522892 0.000403 0.665732 0.648986 -0.948138 0.184292 -0.448806 -0.663459 -0.198360 -0.196176 0.207493 1.000000 0.506095
0.947428 -0.481964 0.526853 -0.532455 0.679046 0.493373 0.915991 0.591186 -0.126614 0.559740 -0.101408 0.120205 -0.146869 0.584269 0.633853 -0.209654 0.009147 0.151246 1.000000 1.342659
