# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
0.007601 -0.156100 -0.818305 0.180861 -0.595467 -0.253932 -0.326933 -0.166300 0.373540 0.250745 -0.295895 -0.618646 0.885650 -0.860747 -0.275398 1.000000 0.932131
-0.913528 -0.513050 0.936052 -0.940279 0.972706 0.228467 -0.811119 0.250441 -0.649347 -0.051986 -0.341522 -0.296272 0.606859 -0.836352 -0.598134 1.000000 1.216249
-0.127965 -0.889381 -0.080783 -0.253398 0.373485 -0.117044 -0.476759 -0.409242 0.174713 -0.358108 -0.847473 0.640698 0.770484 -0.102433 -0.800901 1.000000 1.394754
-0.304729 0.522712 -0.008768 -0.764755 -0.762786 0.423497 0.003860 0.449210 0.746525 0.404195 0.478555 0.071786 0.005845 -0.494250 0.623765 1.000000 0.783259
-0.207190 0.349193 -0.793253 0.792995 0.310756 -0.547063 0.616284 0.229758 0.542359 -0.147967 0.009232 0.529981 0.989246 -0.850095 0.381722 1.000000 1.121995
0.863295 0.022738 -0.431954 0.449600 0.663954 -0.634417 0.508837 0.138495 -0.890341 -0.916447 -0.988662 -0.061638 0.803069 -0.849525 -0.830742 1.000000 0.532568
0.006060 0.558661 -0.064884 0.751341 -0.188179 -0.628653 0.950115 -0.656850 0.988067 -0.718193 0.003620 0.962523 0.297910 0.861961 0.461907 1.000000 0.968734
0.765878 -0.821937 -0.509488 -0.049698 0.512866 0.330492 -0.729247 -0.524212 0.143342 -0.405182 0.347176 0.716065 0.672811 -0.895243 0.738136 1.000000 1.161033
0.855616 -0.284916 0.718739 0.701434 -0.269643 -0.068414 0.236384 0.586576 -0.124078 0.855607 0.103693 -0.439893 -0.443019 0.159283 0.255435 1.000000 0.958897
-0.034528 0.591378 0.160153 0.115892 -0.680995 -0.378518 -0.664071 0.320403 0.969982 -0.739869 -0.494945 0.070053 -0.198361 0.630543 0.105643 1.000000 1.330138
0.345783 0.930951 -0.361308 -0.898428 0.192174 -0.704511 -0.840950 0.104274 0.165336 -0.768475 0.748499 0.257754 0.291815 -0.690926 -0.744601 1.000000 1.051581
0.346613 -0.690244 0.635443 -0.160376 0.752953 -0.150459 -0.365283 0.879484 0.475464 0.849963 -0.704539 -0.282211 -0.680106 -0.792537 -0.415009 1.000000 1.247510
0.995913 0.424243 0.188602 -0.594306 0.628239 0.821098 -0.508308 0.900285 -0.622509 0.822679 -0.357828 -0.694210 -0.071203 0.248356 -0.730868 1.000000 0.818551
-0.844667 -0.513684 0.252628 0.167544 -0.886723 0.657607 0.925338 0.380767 0.256953 -0.251579 0.204917 0.335539 0.830950 0.706427 0.813461 1.000000 1.203613
0.297693 -0.036796 -0.941894 0.522647 -0.809339 -0.976359 -0.150117 -0.881766 -0.942677 -0.320386 0.631161 -0.760627 0.162121 -0.285354 0.048044 1.000000 1.099287
