# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
0.082110 -0.789595 -0.019060 0.492954 -0.313337 0.140240 0.179650 0.046270 -0.935457 -0.556413 -0.634215 0.898099 1.000000 0.773413
0.422953 -0.851548 0.639375 0.597600 -0.420069 0.803677 -0.042648 0.326108 -0.943329 -0.489136 0.124199 -0.589530 1.000000 0.762461
0.479055 -0.602101 0.124581 -0.603261 0.814139 -0.163660 0.509443 -0.946495 0.648268 -0.692756 0.997571 -0.150088 1.000000 1.243117
-0.701967 -0.168327 -0.212232 0.184172 0.891081 -0.299488 0.532842 0.761224 -0.117800 -0.831277 -0.268636 0.204480 1.000000 0.525178
-0.613879 0.465050 -0.124256 0.456388 0.089676 -0.180753 0.457177 0.205472 0.550083 -0.304347 0.262519 0.667430 1.000000 0.825450
-0.642096 0.549074 -0.472020 -0.340843 0.277843 0.813588 -0.495023 -0.675231 0.151218 -0.918341 0.506680 0.393006 1.000000 0.581446
0.196269 0.734186 -0.067753 -0.228294 0.165006 -0.409923 0.422796 -0.525132 -0.065230 0.353567 0.142242 -0.055257 1.000000 1.466719
0.541496 0.107608 -0.688518 -0.526976 -0.989293 -0.177143 0.173031 -0.960218 0.018918 0.597677 -0.554894 0.482667 1.000000 1.083927
0.627029 0.812623 -0.169461 -0.275211 -0.836249 0.359015 0.054330 0.741466 -0.057083 -0.164593 -0.570175 0.140204 1.000000 0.502404
-0.048237 -0.933357 0.189477 -0.789565 0.519606 -0.221992 -0.571219 0.330982 -0.175663 0.999304 0.237165 -0.037684 1.000000 1.229733
-0.722622 -0.995145 0.547548 -0.447144 0.702324 0.827447 -0.282523 -0.210085 -0.456487 0.514294 0.082584 -0.265597 1.000000 0.605832
-0.457890 0.313478 -0.626336 0.880655 0.638822 -0.650885 0.694852 0.835765 -0.115161 -0.854729 -0.366443 -0.838283 1.000000 0.939507
-0.340431 0.267350 -0.145038 0.352566 0.635802 0.496146 -0.781331 -0.615163 -0.915760 -0.471401 0.589503 0.816827 1.000000 1.031075
-0.486819 -0.311240 -0.563677 0.951400 -0.421175 -0.338826 -0.931708 0.474766 0.034379 -0.435245 0.257734 0.720677 1.000000 1.069313
0.257137 0.167809 -0.129366 -0.116110 -0.270654 -0.712772 0.108053 -0.296010 0.857386 0.028917 -0.172205 0.189024 1.000000 0.948900
