# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
-0.760751 0.722649 0.391557 -0.176589 -0.580934 -0.138235 0.029770 0.725777 1.000000 1.281368
0.889194 0.193979 0.110446 0.837847 0.864219 -0.822646 0.460998 -0.742267 1.000000 1.192829
-0.507418 0.247257 -0.377992 0.712718 0.124463 -0.565030 0.154807 0.713038 1.000000 1.469659
0.138559 -0.932237 -0.963323 -0.792391 -0.329548 0.714607 -0.233407 0.242817 1.000000 0.532401
-0.603873 -0.102177 -0.076646 -0.748533 0.054066 -0.136518 0.421488 0.770317 1.000000 1.480062
-0.936116 -0.006709 -0.943485 -0.439416 0.867119 0.572660 -0.370319 -0.059857 1.000000 0.798618
-0.084311 0.453280 0.968253 0.193013 -0.776395 0.453982 0.664283 -0.201000 1.000000 1.464092
0.403284 0.380745 0.913082 0.403058 0.290960 0.989841 0.163604 0.731547 1.000000 1.282445
0.350049 -0.331704 -0.356013 -0.916688 0.290185 0.824168 -0.447598 -0.883137 1.000000 1.220082
0.063554 -0.016131 -0.355780 0.864834 0.342485 -0.961024 -0.140601 -0.545545 1.000000 0.988243
0.522950 -0.081254 -0.928059 0.000221 0.500846 -0.373747 -0.640390 -0.201401 1.000000 1.333225
-0.883756 0.918662 -0.842687 -0.567776 0.450175 -0.572637 0.102183 0.339493 1.000000 0.821781
-0.777186 -0.944602 -0.082237 0.442639 -0.496453 -0.169328 0.737847 0.338425 1.000000 0.733976
0.990475 0.485148 0.800372 -0.638733 -0.861070 -0.461737 0.610335 -0.292821 1.000000 1.285332
-0.685679 -0.501050 -0.682171 0.720367 -0.832552 -0.123168 0.879859 -0.459481 1.000000 0.712788
0.616806 0.359497 0.261760 0.875188 0.563000 0.688814 0.226315 0.061973 1.000000 1.116152
-0.886547 -0.055168 -0.103802 0.904423 0.545803 -0.281816 -0.259167 -0.573362 1.000000 0.781168
0.347219 0.359273 0.136389 0.012290 -0.938427 0.457076 0.862408 -0.717026 1.000000 1.459731
0.960721 0.930108 0.929305 0.144969 -0.531572 0.382839 -0.065898 0.496116 1.000000 1.008712
0.465402 -0.684826 0.146861 0.442497 -0.497012 -0.782739 0.402140 -0.897865 1.000000 0.857257
-0.215057 0.239591 -0.706958 0.511919 0.066693 -0.696125 0.566859 0.365240 1.000000 1.270749
0.504275 -0.727142 0.555497 0.750604 0.312492 -0.836084 -0.814624 -0.790751 1.000000 0.803744
0.731000 -0.950953 0.335091 0.677747 0.768443 -0.568277 -0.043174 -0.443361 1.000000 0.904639
-0.015602 -0.473545 0.077006 0.772351 -0.941753 0.372822 0.730752 0.782417 1.000000 1.157825
0.314583 0.744530 -0.588943 0.597495 0.849034 -0.427390 -0.138673 0.949023 1.000000 1.430444
0.862038 0.730971 -0.797751 0.776808 0.452725 -0.997717 0.646894 -0.679047 1.000000 1.083911
-0.994876 0.215925 -0.366885 0.145795 -0.705911 -0.008945 -0.314239 0.749422 1.000000 1.223794
0.476563 -0.972273 -0.977034 0.548336 -0.163995 -0.043056 -0.382640 -0.779549 1.000000 0.845299
-0.885934 -0.865461 -0.654824 0.599366 0.633015 -0.297808 0.833579 -0.256704 1.000000 1.087822
-0.883428 0.483639 0.290346 -0.375483 0.056983 -0.326998 0.321306 0.427388 1.000000 0.785711
-0.007292 0.640209 -0.834815 -0.262907 0.393718 -0.092896 0.921131 0.536401 1.000000 1.394559
-0.688230 0.597964 -0.613009 -0.354956 -0.981335 0.778019 -0.653272 -0.758103 1.000000 1.372171
0.901178 0.756101 0.240911 0.412314 0.384160 -0.494230 0.978959 0.351801 1.000000 0.669610
