# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 amplitude sigma
0.450891 0.264844 0.646449 0.606906 0.657384 0.023291 -0.236469 0.266392 0.815043 0.848170 1.000000 0.866180
0.201960 -0.253263 0.460133 0.354088 -0.448739 0.245339 0.977968 -0.561663 0.711661 -0.162142 1.000000 1.407542
0.210594 -0.758896 0.470666 -0.082195 -0.759449 0.249605 0.410435 0.319899 0.621544 0.814814 1.000000 1.331061
0.296022 0.971624 -0.021872 0.913226 0.649330 0.992238 0.158311 -0.704999 0.253494 -0.914146 1.000000 0.585910
0.924507 -0.954978 -0.726615 0.194558 -0.534988 -0.272073 0.809155 0.126059 0.516743 0.058655 1.000000 1.126347
0.897424 -0.133222 0.836149 -0.010556 0.065791 0.818874 0.548874 0.263662 -0.046381 0.163929 1.000000 0.882343
-0.235789 -0.108912 0.001530 -0.275128 0.054347 -0.938622 -0.151170 0.183931 0.607918 0.507602 1.000000 1.356243
-0.407211 0.827159 -0.871703 0.500173 0.090869 0.048842 0.056736 0.381710 -0.550792 0.888047 1.000000 1.051830
0.830355 0.071080 -0.854522 0.202185 -0.468565 0.124479 0.461563 -0.727208 0.925195 0.630326 1.000000 1.274587
-0.974407 -0.982023 -0.018840 -0.537646 0.908277 0.341867 0.364298 0.158201 -0.534842 0.824779 1.000000 0.857041
-0.994532 -0.429072 0.949275 0.733016 0.159974 0.387125 -0.005950 0.488037 0.938963 -0.916828 1.000000 0.810033
0.791138 0.564052 -0.721327 0.448919 -0.409262 0.722169 -0.833429 -0.407389 -0.674695 -0.687882 1.000000 0.701000
0.600128 0.467195 0.204239 0.412990 0.936022 -0.248820 -0.687049 -0.655313 0.592063 -0.274479 1.000000 0.844205
0.958602 0.692445 -0.181745 0.754518 0.638467 -0.677973 -0.309523 -0.853380 0.854376 0.737676 1.000000 0.961034
0.547410 0.497128 -0.278126 0.852754 -0.800937 0.387550 -0.901039 0.615008 0.172892 -0.600823 1.000000 1.386382
