# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.509155 0.939547 0.972756 -0.877238 0.298608 -0.113348 0.036911 0.064846 -0.872988 -0.614128 -0.303475 -0.683241 0.074665 -0.603555 -0.230236 -0.910744 0.798985 0.397522 -0.075694 -0.431874 1.000000 1.076556
-0.804129 -0.221907 -0.269893 -0.929071 -0.285028 -0.933481 0.292889 -0.950759 0.103807 -0.074878 0.686040 -0.053231 -0.474585 -0.751685 -0.199343 -0.072777 -0.775498 -0.497000 0.746120 0.518113 1.000000 1.313452
0.273515 -0.231728 -0.650988 -0.581524 -0.314529 -0.099700 -0.492797 -0.071835 0.910344 0.294730 0.091095 -0.085706 -0.794766 -0.394485 -0.161259 0.886201 0.052099 0.748973 -0.198121 0.979101 1.000000 1.432318
-0.868177 -0.338807 -0.671502 0.644329 0.581661 0.365309 0.192476 -0.538007 0.717367 -0.836385 -0.124272 0.823363 -0.821869 0.594118 0.432014 -0.234920 0.628823 0.006915 0.983511 0.039460 1.000000 1.259119
0.216398 0.102629 0.210993 0.457080 -0.749680 0.089738 0.574653 -0.024551 0.339011 -0.492869 -0.002017 -0.737493 0.798612 0.096262 0.924570 -0.770567 -0.744425 0.123453 0.889388 0.611924 1.000000 0.652419
0.934597 0.484720 -0.026042 0.139738 0.910234 0.188259 0.899385 0.725186 0.764537 -0.846752 -0.889105 0.695442 -0.326747 0.214884 -0.248621 0.812721 -0.557106 0.649119 -0.450759 -0.473480 1.000000 0.629618
0.143224 -0.364795 -0.492902 -0.324566 0.516729 0.445152 0.345060 -0.594669 -0.772308 -0.011825 0.857468 -0.825838 0.772910 -0.807707 0.965374 0.597387 0.345515 0.618051 -0.986964 0.347158 1.000000 1.284214
-0.142777 0.578708 -0.937447 0.842788 0.078465 0.322949 0.160893 0.266484 0.168248 -0.878272 -0.844023 -0.159951 -0.740436 0.850243 0.912538 0.628163 -0.597269 -0.491006 0.106748 -0.841238 1.000000 1.153469
0.261003 0.865898 -0.941944 0.971350 0.270639 -0.880489 0.981321 0.899362 0.035241 -0.334087 -0.661101 0.053859 0.505858 0.596148 -0.653929 0.545272 0.338718 -0.417346 0.722534 0.255675 1.000000 0.554148
-0.854337 -0.535712 -0.401375 0.031123 -0.272890 0.044916 0.920974 0.190186 0.386719 -0.296617 0.576088 -0.493317 -0.863075 -0.421608 0.561206 0.957390 -0.494650 0.079565 -0.540190 -0.369363 1.000000 1.440052
0.924550 -0.503521 0.960850 -0.637503 0.278905 0.104750 -0.359568 -0.255449 0.263490 -0.633389 0.549701 -0.649685 0.901550 0.060760 -0.043039 -0.751356 -0.666837 -0.306171 -0.598223 -0.718304 1.000000 0.912005
-0.687534 -0.090743 -0.644817 0.654969 0.912876 -0.844381 -0.410807 -0.229712 0.767136 -0.175171 0.346827 -0.872851 0.124153 -0.044780 -0.769917 -0.813856 -0.753295 -0.624662 -0.487913 0.533309 1.000000 1.145530
-0.371367 -0.084269 0.609792 0.026242 0.767969 0.651582 -0.917827 0.205567 0.554108 0.402366 -0.314001 0.419870 0.106896 -0.093611 -0.687671 0.915025 0.153768 -0.075606 -0.719684 0.766516 1.000000 0.608263
0.104502 -0.832607 -0.488143 0.484622 0.894794 0.005641 -0.453981 -0.675035 0.328750 -0.813528 0.683219 0.898455 -0.707422 -0.657206 -0.996254 -0.690899 0.606376 0.780391 -0.110225 -0.027532 1.000000 0.739680
0.800141 0.980058 -0.666568 0.393555 0.833885 0.808003 0.303801 -0.229701 -0.842989 0.455073 -0.550794 0.489484 -0.088049 0.962968 0.220548 -0.979948 -0.131676 -0.809317 0.621992 0.621215 1.000000 0.927933
