# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
0.494260 0.661563 0.394879 0.863635 -0.319454 0.101080 0.561507 -0.334882 1.000000 1.002965
0.435161 -0.116933 0.795309 -0.715312 -0.504737 0.161855 0.924672 -0.011032 1.000000 0.866023
-0.742597 0.114760 0.071269 0.086344 -0.422398 0.630293 0.374184 0.572093 1.000000 0.947314
-0.626068 -0.092685 0.156256 0.812193 -0.736242 -0.374325 -0.525619 -0.317834 1.000000 0.861887
-0.626099 -0.678485 -0.599715 0.397210 -0.708599 -0.845877 -0.306293 0.759185 1.000000 1.135643
0.958688 -0.422292 -0.375218 0.200698 0.163207 -0.816041 -0.009695 -0.187262 1.000000 1.039718
0.228159 -0.843645 -0.649294 -0.993383 0.395231 0.742950 0.781069 0.890647 1.000000 0.848617
0.864630 0.270295 -0.143598 -0.527048 0.226562 -0.189766 0.769380 0.501380 1.000000 0.516384
-0.917559 -0.606873 0.526168 -0.584933 0.980734 -0.059093 0.407987 -0.029969 1.000000 1.041492
-0.171799 -0.634194 0.943483 0.672002 -0.811001 -0.608263 -0.597942 0.055418 1.000000 0.526141
0.761349 -0.454189 0.547141 -0.658336 0.901780 -0.886839 0.295004 0.728425 1.000000 0.598464
0.876925 0.167766 0.821123 0.032690 0.725672 0.232288 -0.625514 -0.817635 1.000000 1.346815
-0.696630 0.667187 0.647527 0.189692 -0.369598 0.619869 -0.285457 -0.228807 1.000000 1.330174
0.929059 -0.337016 -0.909174 0.919560 0.040568 -0.241600 0.753262 -0.235165 1.000000 1.383756
-0.894142 0.512814 0.029982 0.378422 -0.819204 -0.787150 -0.126821 0.510250 1.000000 1.089567
-0.225823 0.140478 -0.229180 -0.308853 -0.848966 0.373809 -0.102774 -0.409515 1.000000 0.530798
-0.173076 -0.617737 -0.084826 -0.653450 0.916645 -0.578289 -0.717853 -0.683179 1.000000 1.091008
0.918489 -0.045925 0.051095 0.283674 -0.191981 -0.794791 -0.061109 -0.029083 1.000000 0.682427
0.119469 -0.591295 0.501439 -0.075115 0.038126 -0.937525 0.897231 0.560198 1.000000 1.127350
0.176915 -0.485435 -0.792611 -0.197558 -0.002707 0.927991 -0.363551 -0.626121 1.000000 0.697096
0.829867 0.757179 0.050522 -0.474753 -0.484347 -0.243448 -0.193449 0.112893 1.000000 0.757663
-0.703866 0.557479 -0.664197 -0.958692 0.422796 0.755394 0.099765 0.731344 1.000000 1.482189
-0.667695 -0.419265 -0.502210 -0.803908 0.298059 -0.149081 0.295733 -0.288211 1.000000 0.897536
-0.396397 0.115691 0.760762 0.923666 -0.551975 0.821940 0.389741 -0.079788 1.000000 1.045112
-0.431040 0.464318 -0.948651 0.293353 0.756935 0.844082 0.201608 0.302645 1.000000 0.647971
-0.956336 -0.738268 -0.788331 0.628230 0.359914 0.400900 -0.728187 -0.209048 1.000000 1.162655
-0.323042 0.159620 -0.342900 -0.802032 0.183244 -0.280277 -0.385551 -0.210891 1.000000 1.446851
0.730185 0.550198 0.962862 -0.263788 0.332606 0.264226 0.457731 -0.838387 1.000000 1.108768
0.321773 0.743338 0.891530 -0.496491 0.510807 0.003321 -0.869061 -0.537960 1.000000 1.412201
-0.057137 0.916720 -0.752737 0.063016 -0.060759 -0.437843 -0.763220 0.170452 1.000000 0.552575
0.340522 0.590130 0.179201 0.262480 0.278423 -0.811151 0.774966 -0.060514 1.000000 1.441808
-0.327109 -0.979614 0.475377 -0.798130 -0.255802 0.963817 0.864541 -0.781750 1.000000 0.589863
0.879438 -0.262612 0.037419 0.920142 -0.384152 0.856002 0.636739 -0.984970 1.000000 1.391681
0.862790 -0.366671 -0.133406 -0.737090 -0.910693 0.788064 -0.733838 -0.284071 1.000000 1.279971
-0.195301 0.937769 -0.978521 -0.721449 -0.413271 0.875780 0.805276 0.790978 1.000000 0.765395
-0.370396 0.834631 -0.946882 -0.890826 0.716460 0.791781 0.702908 -0.350644 1.000000 0.845996
0.865859 -0.470876 0.242046 -0.205067 0.272880 0.625880 -0.134738 0.012538 1.000000 0.978088
0.131923 0.983925 0.760588 0.867396 -0.601170 -0.022284 0.023678 -0.871562 1.000000 0.681430
-0.195611 -0.369558 -0.941565 -0.915823 0.894839 0.736828 -0.426000 0.868346 1.000000 0.584549
0.747262 0.752548 -0.162960 0.313337 -0.228606 -0.543429 0.705073 -0.389221 1.000000 1.092448
0.925212 0.013118 -0.929337 0.489578 -0.906217 0.236351 -0.241656 -0.508924 1.000000 1.289795
0.791363 0.030462 -0.082989 0.624342 0.214149 -0.255517 -0.822079 -0.724557 1.000000 0.824914
0.628301 -0.828156 -0.529515 -0.742588 0.233987 0.599246 -0.038549 -0.663953 1.000000 1.126449
-0.079842 0.762703 -0.515982 0.986571 0.606701 -0.322333 0.213580 -0.249310 1.000000 0.510249
-0.278290 -0.250193 -0.765652 -0.081616 0.508356 -0.464319 0.878374 -0.130448 1.000000 1.324612
-0.810057 -0.843230 -0.780692 -0.583655 0.583163 -0.519271 0.941314 -0.310611 1.000000 1.218716
0.967857 -0.676372 -0.446366 0.601682 0.739175 0.116964 0.106321 0.052082 1.000000 0.678016
0.380693 0.591016 0.190742 0.756982 -0.724968 0.995672 0.774452 -0.726906 1.000000 1.026333
-0.493111 -0.101386 0.326146 0.623668 -0.253499 0.348598 0.673686 0.464578 1.000000 1.459054
-0.115726 0.618091 0.682854 0.491329 -0.204293 -0.170006 0.838859 0.226090 1.000000 0.790719
0.843512 -0.376242 0.234894 -0.661626 -0.933532 0.452133 -0.911700 0.916912 1.000000 1.419500
0.629229 0.100813 -0.632054 0.769998 -0.912591 -0.341066 0.470821 -0.414828 1.000000 0.799959
-0.498090 -0.844354 -0.641624 -0.455911 0.979647 0.571219 0.677508 0.983316 1.000000 0.530343
-0.444594 0.070080 0.826106 -0.660878 -0.243128 -0.874780 -0.176603 0.955296 1.000000 0.906881
-0.417095 0.327327 -0.621913 0.900479 0.745321 -0.790967 0.518524 0.952947 1.000000 1.044084
0.758615 0.212861 0.142458 -0.911225 0.205187 0.275530 0.836543 -0.402632 1.000000 1.320238
-0.697777 0.649484 0.657698 -0.014633 0.764918 0.292816 0.475183 -0.437461 1.000000 1.055712
-0.902231 0.331755 -0.226090 0.086640 -0.777233 -0.220373 -0.690531 -0.563748 1.000000 0.557771
-0.735390 -0.489158 0.868088 -0.570358 0.140750 -0.196170 -0.022796 -0.065079 1.000000 0.758616
-0.373674 -0.547152 -0.381228 0.957989 0.480604 -0.540945 0.344044 0.900952 1.000000 1.016872
0.078391 -0.928178 -0.071171 -0.618968 0.385659 0.198932 0.403581 -0.206130 1.000000 0.790854
0.392771 -0.205337 -0.405367 -0.376731 0.979003 -0.221271 -0.033147 0.732893 1.000000 1.063078
0.517957 0.794342 -0.856097 0.896479 -0.867633 -0.972597 0.120766 -0.462121 1.000000 1.036540
0.977493 0.261234 0.762380 -0.544980 0.616609 0.229773 0.390971 -0.936739 1.000000 1.450550
-0.755375 -0.519074 -0.881878 -0.755525 -0.824795 -0.567545 0.808018 -0.867572 1.000000 1.008314
-0.503590 0.297059 0.140187 0.763368 0.780278 0.501911 -0.109607 -0.182721 1.000000 1.011836
-0.164377 -0.164481 0.984160 -0.412373 0.981090 -0.573232 0.549839 0.500783 1.000000 0.974671
0.554621 0.346700 0.230823 0.787117 0.252826 0.357076 0.528692 0.534971 1.000000 1.161084
0.050125 -0.936477 0.001040 0.475948 -0.222473 0.300501 -0.694267 0.511111 1.000000 1.203699
-0.983938 -0.205296 -0.568032 -0.141515 -0.153599 0.085931 0.408022 0.454046 1.000000 0.806763
0.915260 -0.919419 -0.607975 -0.952381 -0.716757 0.840669 -0.271103 -0.622793 1.000000 1.079752
0.951418 0.505327 0.847011 0.924971 0.276656 -0.037660 -0.405445 -0.020967 1.000000 1.452165
-0.420743 0.223672 0.808422 0.658549 0.029914 0.380222 0.362542 0.264004 1.000000 0.522207
-0.631520 -0.052946 0.250561 -0.473727 -0.185396 0.432123 0.067609 -0.318956 1.000000 0.902078
0.095973 -0.362151 -0.177191 -0.110257 -0.187200 -0.364408 0.225439 -0.018486 1.000000 1.384166
0.333047 0.894646 -0.090683 -0.588055 0.511081 0.777362 -0.222034 0.651177 1.000000 1.490998
-0.218585 -0.562529 -0.717065 0.448360 -0.679976 0.637041 -0.711068 -0.298672 1.000000 1.125919
-0.939813 0.245380 0.303928 0.736345 -0.081565 -0.217975 0.949571 0.109209 1.000000 1.294617
-0.811708 0.711256 0.965734 -0.542467 0.242560 0.955404 -0.210224 -0.667581 1.000000 0.680714
0.607099 -0.740135 0.379027 -0.896553 -0.787824 -0.648549 0.625129 -0.492194 1.000000 1.153454
0.995123 -0.838475 -0.260579 -0.364873 0.622849 0.618063 0.544492 -0.814924 1.000000 0.556804
-0.790163 0.987358 0.714864 -0.221690 -0.806789 0.135357 -0.530035 -0.481957 1.000000 0.520437
0.927776 -0.977618 0.475564 -0.620640 0.442649 -0.225684 -0.841295 0.833025 1.000000 0.768779
-0.514711 0.295879 0.855961 0.039672 -0.936700 -0.741018 0.695817 -0.619366 1.000000 0.502236
-0.386205 0.594479 0.884854 -0.352529 -0.976144 0.242030 0.596655 0.871832 1.000000 1.469355
