# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
-0.857014 -0.285948 0.038610 0.505660 0.262403 -0.236642 0.167712 -0.532896 -0.449903 -0.889350 0.447745 0.334343 -0.134330 -0.005437 0.114840 -0.652225 -0.114357 -0.211265 1.000000 0.682374
0.526642 0.325715 0.189564 -0.582602 0.130140 0.095078 0.118130 0.371310 0.013957 0.385125 -0.281163 0.611250 0.373593 -0.511507 0.610865 0.586457 0.270398 0.449738 1.000000 1.081492
0.657894 0.767687 0.273899 -0.039371 -0.795646 -0.030530 -0.664578 -0.016290 -0.737047 0.998973 -0.512796 0.965922 -0.318590 -0.148206 0.234950 0.283345 0.431954 0.298591 1.000000 1.094850
-0.008689 -0.609511 -0.407944 0.119742 -0.332909 -0.131009 0.991742 -0.834704 -0.528732 0.429814 0.858563 -0.448766 -0.810512 -0.922101 0.530288 -0.995366 -0.597375 0.266765 1.000000 0.867643
0.681682 0.488888 0.586740 0.061316 -0.298584 0.915271 0.316079 0.047250 0.082317 -0.176136 -0.161217 0.687590 0.553349 0.131795 0.677705 -0.158173 -0.527989 0.578880 1.000000 0.802537
-0.506230 -0.387532 0.024705 -0.376683 0.067742 0.744314 0.724949 -0.942601 0.670063 0.850961 0.761825 0.746589 0.919091 0.819741 -0.413877 -0.431463 -0.461168 0.927489 1.000000 1.053240
0.387207 0.256185 -0.122725 0.023326 0.158572 0.116948 0.542426 0.674479 0.413154 0.226183 -0.720015 -0.480790 -0.407241 0.259918 0.825233 -0.203145 -0.945485 0.029324 1.000000 1.217041
0.225191 -0.242200 0.144356 -0.620868 0.282109 -0.989434 -0.291460 0.830354 -0.153092 0.786934 0.265103 -0.461302 -0.031147 -0.318624 -0.641367 -0.518257 0.746383 -0.900453 1.000000 0.931156
0.936022 0.084063 0.351004 -0.635564 0.057056 -0.863360 -0.395326 0.746329 -0.341643 0.936726 0.228476 -0.611983 0.587838 -0.978775 -0.505907 0.984533 -0.412794 -0.625388 1.000000 0.956920
-0.009475 -0.139814 -0.900896 -0.856072 -0.210588 0.441520 -0.555063 0.307956 -0.282302 -0.425121 -0.580434 0.594084 -0.072264 -0.584142 -0.239548 -0.455999 0.026685 -0.139405 1.000000 0.556303
-0.879046 -0.366242 -0.860284 -0.908474 0.101261 -0.797528 -0.653105 0.236138 -0.642037 -0.280753 0.639302 -0.085831 0.189814 0.637273 -0.417375 0.288764 0.225895 -0.651161 1.000000 0.832080
0.215160 -0.469687 0.572699 -0.264016 -0.835886 0.467876 -0.247393 -0.885333 -0.763476 -0.323828 0.165489 0.292258 -0.003844 0.730115 -0.750695 -0.733573 -0.659506 0.973166 1.000000 0.745281
-0.852861 0.627917 0.676885 -0.608448 -0.067066 0.244332 -0.419942 0.985921 -0.744482 -0.712808 -0.081653 0.293132 0.303433 -0.680414 0.690649 0.845105 -0.238856 0.508617 1.000000 0.953005
0.152736 0.147461 -0.412169 -0.143644 -0.252278 -0.440847 -0.210178 0.113586 0.256860 -0.426881 -0.833484 0.957269 0.390762 -0.450904 -0.248126 -0.497013 0.074997 -0.660745 1.000000 1.130297
-0.082840 -0.866122 -0.926276 -0.636460 0.884028 0.737236 -0.361331 0.358538 -0.510893 0.211187 -0.100441 0.444550 0.342521 -0.632596 -0.938314 -0.019663 0.330202 0.208310 1.000000 0.871225
