# x0 x1 x2 x3 x4 amplitude sigma
0.456876 -0.542542 0.171299 -0.614555 -0.792444 1.000000 1.237755
-0.686262 0.986045 0.104121 -0.837059 -0.746285 1.000000 0.839955
0.749246 0.261733 -0.481467 -0.122595 0.044245 1.000000 0.968090
0.502134 0.995768 -0.698350 -0.005256 0.382448 1.000000 0.923938
-0.409153 -0.602658 -0.910678 0.529643 0.800028 1.000000 1.068320
0.613118 -0.992198 0.188947 -0.899703 -0.386461 1.000000 1.381281
-0.549482 -0.023191 -0.934737 0.206885 -0.720186 1.000000 0.533144
-0.281570 0.701275 -0.649791 0.326823 0.539381 1.000000 0.508784
-0.735154 0.589111 0.015257 0.806074 0.604514 1.000000 0.699238
-0.425190 0.362999 0.492769 0.614085 0.886807 1.000000 0.667269
-0.882561 0.942820 -0.134605 -0.414463 0.267052 1.000000 1.468991
-0.823566 0.441654 -0.547843 0.728978 -0.115777 1.000000 0.556570
-0.712246 0.888481 0.006241 0.942007 0.163165 1.000000 0.589558
0.710077 -0.448318 0.115642 -0.357646 0.690881 1.000000 0.779641
0.835432 -0.895634 -0.856408 -0.043097 -0.695620 1.000000 1.109296
