# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
-0.234397 0.533772 -0.115913 -0.627123 0.423789 0.468081 0.551917 -0.068070 0.874314 -0.672534 0.259726 -0.459461 0.870369 0.300251 0.171608 0.208961 0.983616 -0.051486 -0.052599 0.124440 1.000000 1.201065
-0.465421 -0.545264 -0.552819 -0.439456 -0.364536 0.346844 -0.583304 -0.486573 0.917424 -0.855015 0.260437 0.609044 0.943771 0.711493 0.574728 -0.738914 0.675603 0.070877 0.739426 -0.984824 1.000000 1.426697
-0.175918 -0.746376 -0.990569 -0.498387 0.182620 -0.443260 -0.321522 0.056601 -0.344411 -0.671951 0.247260 0.191499 0.586743 -0.308268 -0.047775 -0.425435 0.528146 -0.778365 -0.418294 0.764948 1.000000 0.562798
-0.185037 0.824793 -0.240610 -0.803737 -0.853803 0.943204 0.732295 0.534795 -0.235532 -0.683046 0.823466 -0.846151 0.715921 0.193177 -0.497755 0.590348 0.819986 -0.664107 0.358240 -0.000789 1.000000 1.070425
-0.791307 0.807642 0.814854 -0.177085 -0.907947 0.885700 -0.534181 -0.219266 -0.015435 0.826259 -0.483008 -0.422332 -0.717722 -0.768529 0.325790 0.636929 -0.814896 -0.204521 -0.347453 0.301649 1.000000 1.097155
-0.393313 0.244655 -0.851237 0.116528 -0.393685 0.432382 0.436429 0.247107 -0.912511 0.838659 0.335624 -0.764127 -0.918341 0.872918 0.261928 -0.180661 -0.134419 0.859599 0.921660 0.270086 1.000000 0.758088
0.548873 0.105986 0.431553 -0.521828 0.227599 0.418819 -0.276029 -0.902457 0.501281 0.232368 -0.004483 0.177467 -0.798879 -0.711503 0.521767 -0.202064 0.976114 0.881294 -0.809241 0.834835 1.000000 1.190965
0.195150 -0.003241 -0.220968 0.991078 -0.739538 0.491313 -0.304058 -0.523555 0.745225 0.017708 0.225396 -0.608752 0.016733 0.324970 -0.310679 0.072779 0.960672 0.214896 -0.617516 -0.819811 1.000000 0.681539
0.596639 0.244516 -0.757421 0.134211 0.481028 0.041898 -0.546427 0.031942 0.079386 0.115230 -0.434986 -0.745855 0.215940 0.238386 0.919595 -0.611793 0.733147 -0.929481 -0.851829 0.944355 1.000000 0.849605
-0.109153 0.524458 -0.049510 0.827451 -0.340448 -0.165876 -0.020469 0.914213 0.863453 -0.937222 0.703112 -0.556090 0.103140 0.752388 0.135835 -0.945595 -0.419678 0.863011 0.982910 -0.318701 1.000000 0.922275
-0.451369 0.011471 0.995355 -0.000780 -0.142210 0.504809 0.364903 -0.516747 -0.334766 0.736196 0.956375 0.700150 -0.843551 -0.474120 -0.587266 0.964884 0.832295 -0.193785 0.973416 0.388206 1.000000 1.431356
0.555559 -0.664419 -0.328514 0.926561 -0.014100 -0.708239 -0.800274 -0.155353 0.919846 -0.003701 0.093898 0.849344 0.935275 0.267735 0.693870 0.728011 -0.609652 -0.189275 -0.113528 0.575373 1.000000 0.996925
-0.773572 -0.559050 0.405811 0.582509 0.793959 0.741892 0.060513 -0.773936 0.172477 0.466934 0.959212 0.728960 -0.990126 -0.449833 0.855579 -0.490487 0.736606 0.811042 0.516702 -0.390029 1.000000 1.148461
0.234595 0.813406 0.654807 -0.435485 0.995571 0.653638 -0.384182 -0.505529 0.408101 0.212804 -0.001690 -0.741698 0.208867 -0.910204 0.515605 0.432363 -0.761186 -0.283100 0.365295 0.240704 1.000000 0.966028
-0.565069 -0.912297 0.338190 0.960174 0.160609 -0.904881 -0.558311 -0.628626 -0.062113 0.912751 -0.903512 -0.635363 -0.040829 -0.357447 0.974885 -0.878021 -0.517563 -0.076704 0.506927 0.914713 1.000000 0.980011
