# x0 x1 x2 x3 x4 amplitude sigma
-0.070178 0.546421 -0.200836 0.343719 -0.344920 1.000000 0.866696
-0.292604 -0.237279 0.901174 -0.500826 -0.023185 1.000000 1.132981
0.983176 0.483014 0.399160 -0.228620 -0.058617 1.000000 0.530831
-0.456976 -0.862528 0.058637 -0.697106 -0.109412 1.000000 1.191256
0.387942 -0.807903 0.487052 -0.638124 0.337312 1.000000 1.437811
0.932708 0.284403 -0.731782 -0.690229 -0.679678 1.000000 1.441416
-0.496569 0.776162 0.836103 -0.437928 -0.354165 1.000000 0.886083
-0.993623 -0.425039 -0.848067 0.732265 0.865771 1.000000 0.574266
-0.988243 0.370604 -0.231379 -0.420736 0.566074 1.000000 0.985595
0.997970 -0.029089 0.646978 -0.515623 0.159741 1.000000 1.070020
0.553334 -0.904291 0.383548 0.889244 -0.967566 1.000000 1.109842
0.322341 0.831296 0.486380 0.558122 0.911549 1.000000 1.194522
-0.288274 0.793944 -0.460229 -0.812747 -0.303210 1.000000 0.523159
-0.476788 0.850350 -0.797143 0.478202 -0.626225 1.000000 1.475896
-0.188911 0.345234 -0.299352 -0.839736 -0.826656 1.000000 0.507398
