# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
0.490682 0.785622 -0.808869 -0.896235 0.821543 0.234756 0.408433 -0.254097 -0.890399 0.001698 0.846534 -0.452536 0.118441 -0.866619 0.078786 1.000000 0.766462
0.284525 0.543406 0.057280 -0.381816 -0.602538 -0.245059 -0.442714 0.384863 0.988224 -0.840309 -0.857655 0.207205 -0.473938 0.017174 -0.251978 1.000000 0.787681
-0.619880 0.421626 -0.400151 0.779405 0.784441 0.956231 0.345667 -0.483330 -0.541165 0.779762 -0.357307 0.703301 0.766789 0.233646 0.393219 1.000000 1.380288
0.716354 -0.298182 0.995499 -0.064267 -0.499522 0.243893 0.377314 0.175427 -0.491937 0.470665 0.486693 -0.254981 0.790084 -0.268860 0.903978 1.000000 1.256415
0.682166 0.726691 0.183675 -0.288246 -0.211438 0.031717 -0.479066 0.990339 0.255285 -0.802906 -0.515317 0.705578 -0.464731 0.608184 -0.674588 1.000000 1.166963
0.196095 0.043703 -0.042752 0.602586 -0.061821 0.328573 -0.674178 -0.872319 -0.788254 0.761658 0.541455 0.658829 -0.631068 -0.799775 0.206221 1.000000 1.270938
-0.550416 0.910321 -0.140413 -0.400811 -0.071759 -0.040080 -0.885830 0.755299 0.087685 0.740255 -0.254934 0.235196 0.002480 -0.033167 0.829792 1.000000 1.058602
-0.329013 -0.088660 -0.818384 0.069839 -0.740000 0.383693 -0.131702 0.283079 0.601916 -0.025390 0.845210 0.226599 0.230211 0.867750 0.596412 1.000000 0.569000
0.561341 -0.604967 -0.655729 0.957542 0.684492 0.525985 0.927684 0.745754 -0.426964 -0.476991 -0.367558 -0.895968 0.380579 -0.869893 -0.151399 1.000000 1.335812
-0.034592 0.459386 -0.309216 0.674155 0.209171 0.550765 0.577304 0.820729 -0.805056 0.491319 0.529454 0.696816 0.470252 -0.302810 0.543002 1.000000 0.692162
0.846075 -0.529291 -0.396980 0.389556 -0.708261 0.493213 0.939887 0.624466 -0.133599 0.101058 0.530500 0.931082 -0.156207 0.047764 0.203329 1.000000 0.677903
-0.978630 -0.892799 0.806681 0.048655 0.578224 0.647201 -0.137922 0.027252 0.470388 -0.148764 -0.642235 -0.818833 -0.458069 0.996864 -0.205340 1.000000 1.233435
-0.688159 -0.296272 0.968174 0.754624 0.241189 0.031105 -0.437777 -0.205778 -0.135406 -0.550454 0.438490 0.162879 0.225788 -0.093446 -0.216068 1.000000 1.332459
0.502289 -0.970502 0.635321 0.057774 -0.558328 0.097335 0.919186 0.247662 -0.958022 0.550559 -0.883138 0.673347 0.083359 0.106542 0.341866 1.000000 1.334360
0.650244 0.395379 -0.687005 -0.161553 0.242808 0.935104 -0.270710 0.630584 -0.631318 0.327308 -0.305449 -0.998763 0.040307 -0.299733 0.963896 1.000000 0.779370
