# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 amplitude sigma
0.152027 0.570468 -0.110027 -0.408906 -0.911293 0.445124 -0.347853 0.972712 0.137390 -0.876790 -0.448586 -0.703883 1.000000 1.053270
0.340590 0.665093 -0.312088 -0.399041 0.264110 -0.484635 0.805993 0.482509 -0.488205 0.023963 -0.016675 -0.396958 1.000000 1.215032
0.130730 0.406081 0.436632 0.722349 0.095294 -0.133455 0.678720 0.550844 0.942567 0.667952 0.341871 0.702366 1.000000 1.312531
0.767250 -0.411179 0.760577 -0.833823 0.558707 0.484701 -0.848448 0.557527 0.456186 -0.136361 0.041548 -0.726153 1.000000 0.521979
0.460880 0.813408 0.367736 -0.551116 -0.685807 0.574360 -0.486242 -0.851374 0.388811 0.639535 -0.163075 -0.679421 1.000000 1.340842
0.710241 -0.119603 -0.085008 0.882234 0.354023 0.531777 0.151866 0.563527 -0.628754 -0.149039 0.847899 -0.719671 1.000000 1.172998
0.852622 -0.209363 0.019535 0.446806 0.187873 -0.673440 -0.306823 0.120952 0.259695 0.629495 -0.698715 -0.027498 1.000000 0.705469
0.670806 -0.951971 -0.207997 -0.291670 0.023074 0.455996 -0.700580 -0.002813 0.815930 0.080902 0.379277 0.462978 1.000000 1.093368
0.180722 -0.646755 0.444173 0.282017 0.316651 -0.349347 0.293897 -0.788732 -0.152218 0.278321 0.526361 0.937050 1.000000 1.267726
-0.710851 0.335311 0.633591 0.355621 -0.733872 -0.645382 -0.603732 0.652900 0.190571 -0.584184 -0.178257 -0.654114 1.000000 0.937047
-0.213919 -0.936579 -0.263911 -0.173034 -0.814643 -0.629716 0.257047 -0.831605 -0.423731 -0.216580 0.981423 -0.484368 1.000000 0.801869
-0.552294 -0.653008 -0.114261 -0.764000 -0.124259 -0.782223 -0.592333 -0.739629 0.675745 0.976792 0.603578 -0.203926 1.000000 0.775535
0.086910 -0.384588 -0.828367 -0.765490 0.908156 -0.686570 -0.029243 0.747761 -0.855345 0.484954 0.496894 0.064244 1.000000 1.195105
0.165383 -0.063164 -0.479493 -0.769123 -0.019923 0.231792 -0.202285 -0.997557 0.984281 0.717666 -0.559534 0.583381 1.000000 1.126701
0.104226 -0.864016 -0.202289 0.908333 -0.032554 -0.710780 0.995890 0.113584 0.589302 -0.646194 0.224157 0.238854 1.000000 0.880742
