# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
-0.175776 -0.583331 -0.942146 0.773844 -0.764919 -0.990900 -0.396146 0.083726 0.705825 0.119318 0.475026 -0.883824 -0.327013 -0.561915 -0.559410 -0.739812 -0.225615 -0.457682 1.000000 1.352372
-0.693744 0.267424 0.364487 0.381038 -0.243805 -0.220675 -0.417408 0.519951 0.024064 -0.111262 0.932698 -0.397229 0.661657 0.326586 -0.814398 -0.756192 -0.896648 0.972772 1.000000 1.003789
0.169961 0.669439 -0.207219 0.181349 -0.797343 0.104601 0.674578 -0.109663 -0.168967 0.446754 -0.109138 -0.880920 -0.678895 0.577481 -0.030464 0.119807 -0.865352 -0.933551 1.000000 0.722756
-0.026400 0.894348 -0.349254 0.929403 0.888145 -0.886690 0.350815 0.072822 -0.868703 -0.272478 0.983451 0.056878 -0.905928 -0.864484 -0.933511 -0.657483 -0.661899 -0.292987 1.000000 1.057649
-0.146280 0.501929 -0.014906 -0.013995 -0.429031 0.994085 0.526434 -0.204173 -0.782564 0.673050 -0.448155 -0.213268 0.210188 0.162135 0.561541 0.423606 -0.114324 0.037443 1.000000 1.345489
0.312128 0.973354 0.896329 0.937777 -0.768797 0.680005 -0.753628 -0.480340 -0.260992 -0.666048 0.295462 -0.345523 0.032868 -0.333967 -0.557640 -0.166242 0.552833 -0.035753 1.000000 0.663631
0.563982 -0.087345 -0.952361 -0.679555 0.375931 -0.517183 -0.232692 0.090645 0.010893 -0.555600 0.489254 -0.611343 -0.416988 0.435075 0.245481 -0.352084 -0.921175 -0.093921 1.000000 0.790753
0.435893 -0.574761 0.749746 -0.074063 0.020916 0.985496 -0.548277 -0.501314 0.907598 0.805170 0.679133 -0.619217 0.979127 0.863525 -0.059736 -0.202297 0.501111 0.491377 1.000000 0.969995
-0.341188 -0.819325 -0.397473 0.077036 0.737598 -0.917535 0.360421 -0.105688 -0.721814 0.717914 -0.276319 -0.135745 0.571642 -0.507377 -0.138433 -0.300254 -0.688299 -0.851803 1.000000 0.643405
-0.779811 -0.390998 0.856648 0.262112 0.863845 0.468689 -0.502594 -0.260069 0.423680 0.523192 0.338372 -0.842756 -0.849233 -0.156527 -0.337248 -0.800737 -0.525605 -0.680068 1.000000 0.951216
-0.179784 0.257062 -0.039348 0.545874 0.350621 -0.372303 0.530905 0.493697 0.015099 0.840715 -0.517092 0.704695 -0.611115 0.191402 -0.309062 -0.884481 0.497852 0.533528 1.000000 0.902477
0.065067 0.022029 0.194731 0.350872 -0.256644 -0.724832 -0.689350 -0.777928 -0.282293 0.872831 -0.857471 -0.022221 -0.751066 -0.287771 -0.174608 0.776483 0.066568 0.075914 1.000000 0.597155
-0.951642 -0.873124 -0.132315 -0.054650 0.600131 -0.970425 0.848927 -0.461888 -0.183629 -0.596638 0.937415 -0.051214 0.871072 -0.408831 0.088108 -0.580250 -0.575124 0.699867 1.000000 1.391738
0.643136 -0.988300 -0.618545 -0.470869 -0.405526 0.629755 0.193419 0.462221 -0.247154 -0.613692 0.993265 -0.628341 -0.667099 0.107051 -0.975637 -0.791426 0.597381 0.326801 1.000000 1.482047
0.200202 -0.414929 -0.433885 -0.605314 -0.591269 0.931606 -0.563001 -0.213110 0.541178 -0.586639 -0.303026 -0.725605 0.216191 -0.750973 0.143336 -0.076555 -0.782013 0.214891 1.000000 1.159280
