# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
-0.250953 -0.482560 -0.218712 -0.424242 0.965922 -0.932094 -0.506715 0.900195 1.000000 0.732902
0.072268 0.826974 0.677065 -0.368783 0.354390 -0.129487 0.306098 0.438634 1.000000 1.411690
-0.120954 -0.454609 -0.639249 -0.314742 0.991814 0.087289 0.222668 -0.625452 1.000000 0.551030
0.282066 -0.158059 0.781188 0.702138 -0.581357 0.904935 0.914191 0.575102 1.000000 0.510007
-0.560844 0.872724 -0.922863 -0.555295 -0.026682 -0.510623 -0.353702 0.611592 1.000000 0.813254
-0.317657 0.435142 -0.055542 -0.371947 -0.666374 -0.760665 -0.944991 -0.651606 1.000000 0.802944
-0.388012 0.470701 -0.045011 0.681398 -0.615067 -0.784002 -0.483616 -0.853273 1.000000 0.640202
0.028989 0.014648 0.101142 -0.798599 -0.842260 0.602014 -0.784675 0.588946 1.000000 0.861590
-0.053506 -0.260047 0.366051 -0.552258 0.945033 -0.861259 0.431247 0.148941 1.000000 0.740939
-0.863583 -0.902052 0.777899 0.735885 -0.227278 0.922469 -0.971833 0.507563 1.000000 1.472029
0.830113 -0.401856 -0.750728 0.243580 -0.875678 0.407067 -0.693870 -0.636275 1.000000 0.770042
0.919719 0.035776 0.770060 0.572946 -0.571081 0.487129 0.541368 0.225716 1.000000 0.709532
0.158506 -0.883982 0.410244 -0.740107 0.588674 -0.381704 -0.386715 0.479498 1.000000 0.535815
0.038420 -0.588046 -0.055863 0.468477 -0.743564 0.504079 -0.766006 0.704886 1.000000 1.333648
-0.530272 0.316755 0.047612 -0.115687 0.866805 0.940779 -0.056492 -0.336199 1.000000 1.119786
0.201831 0.595164 -0.025188 -0.140281 0.891946 -0.004582 -0.403190 0.586576 1.000000 1.423314
0.454796 0.074819 0.749527 -0.384519 0.117650 -0.508949 0.483434 0.681407 1.000000 0.808689
0.523356 -0.302195 0.924062 0.500813 -0.139108 -0.602413 0.004340 0.358760 1.000000 0.521632
0.428448 0.414570 -0.462314 -0.707521 0.494102 -0.679882 0.046479 0.452495 1.000000 1.333349
0.304566 -0.534022 -0.050758 0.688668 0.158279 -0.877300 0.726569 0.175068 1.000000 0.703429
-0.917971 0.979903 -0.376444 -0.353939 0.118265 -0.780434 -0.660368 -0.517970 1.000000 1.254444
-0.439504 -0.745939 -0.163687 0.582776 0.886254 -0.439997 0.753109 0.863109 1.000000 0.641662
0.997299 0.875122 0.191743 0.783025 0.068326 -0.667066 0.217234 0.378549 1.000000 0.626081
-0.896433 -0.071281 -0.407574 -0.641313 0.074908 0.447531 0.650213 0.750368 1.000000 0.543784
-0.158651 0.325616 -0.775653 0.679219 -0.080598 0.277931 -0.279542 -0.804239 1.000000 1.304424
0.434557 0.379195 0.529720 0.320166 0.246587 0.316559 -0.988878 0.038314 1.000000 0.580776
0.155613 0.631776 0.439674 -0.243636 0.027470 0.341139 0.067879 0.307814 1.000000 1.425771
-0.582081 0.441571 -0.579527 -0.806625 -0.062889 -0.543626 0.564687 -0.327786 1.000000 1.120516
-0.319631 0.763874 0.197306 0.438345 0.619679 -0.737572 -0.772541 -0.516372 1.000000 1.197959
-0.726674 -0.446866 -0.892035 0.038065 -0.792501 -0.397566 -0.882576 -0.199808 1.000000 1.099508
-0.750787 0.585236 -0.573265 -0.725365 0.336622 -0.438286 0.565272 -0.953868 1.000000 1.432088
0.773007 0.632888 0.812134 -0.832608 0.839671 -0.692287 0.629387 0.157279 1.000000 1.445551
0.577288 -0.956948 0.087363 -0.254164 -0.315719 -0.551169 0.575455 -0.352366 1.000000 1.011696
0.615180 -0.429680 0.993710 0.742179 -0.358700 -0.584552 0.952991 -0.434924 1.000000 0.892317
0.630484 -0.006466 0.460972 -0.148338 0.890206 0.978947 0.596913 0.577410 1.000000 1.067985
-0.758300 -0.765545 -0.442163 0.386452 0.784027 0.122025 -0.012167 -0.653398 1.000000 0.501598
0.421582 0.413082 -0.228961 0.217415 -0.975330 0.617094 0.881329 -0.207306 1.000000 1.353922
-0.126242 0.607306 -0.988014 0.329773 0.438515 0.296774 -0.138666 0.887294 1.000000 1.097319
-0.182516 0.857763 0.887248 -0.956874 -0.179365 -0.367612 0.378007 0.095289 1.000000 1.241661
0.091516 0.869641 0.246489 -0.314837 -0.905709 -0.005802 0.538139 -0.915007 1.000000 1.185784
0.117749 0.521240 -0.282202 0.734842 0.697260 -0.844048 0.846979 0.738547 1.000000 1.280090
