# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
-0.857483 -0.519386 0.388864 0.385742 -0.276947 -0.155922 -0.864550 0.526688 1.000000 0.599924
0.058535 -0.791160 -0.336373 0.971268 -0.639943 -0.698515 0.600330 -0.690914 1.000000 0.802848
-0.994914 -0.906808 0.658159 -0.245378 0.027069 0.038121 -0.690782 0.805610 1.000000 1.283060
0.978662 -0.234037 0.619750 -0.746087 0.629068 0.315748 0.891570 0.371465 1.000000 1.004381
0.949260 0.181768 0.915412 0.477189 -0.075832 -0.291293 0.568190 0.339149 1.000000 0.612691
0.966387 0.017857 0.171202 -0.825664 -0.064410 -0.830957 0.390047 -0.291203 1.000000 0.602447
0.523975 0.954378 0.525083 0.379160 -0.133792 0.517200 0.406357 0.502256 1.000000 1.364871
-0.326704 0.070285 -0.617018 -0.776301 -0.052073 0.485311 0.464007 -0.727754 1.000000 1.362089
0.296771 0.349906 -0.183584 -0.941911 0.363200 -0.768277 0.388831 -0.787256 1.000000 0.898413
0.594340 -0.470428 0.725306 -0.195861 -0.530528 0.865277 0.539975 -0.304568 1.000000 1.247867
-0.082835 0.236654 -0.798254 -0.164512 0.911705 0.407177 0.396361 -0.910465 1.000000 0.674890
0.473969 -0.948999 -0.024632 0.228312 -0.563816 -0.491995 0.959298 0.293053 1.000000 1.443621
-0.003283 0.470304 -0.008453 -0.083194 0.557688 0.000370 -0.865718 0.750629 1.000000 0.552391
-0.717566 -0.864559 -0.346217 -0.716189 -0.541885 0.801760 0.148417 -0.623773 1.000000 1.361961
0.948601 -0.756627 0.322953 -0.176814 0.475618 0.778973 -0.763997 -0.084170 1.000000 1.060971
