# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 amplitude sigma
0.177038 0.061593 -0.729054 -0.992463 0.481927 0.210580 0.281238 -0.822440 0.059596 0.227260 -0.104985 -0.732741 0.127568 -0.584111 -0.127760 -0.834040 -0.940115 0.215613 0.530879 0.882890 1.000000 1.201065
0.044528 0.186886 0.447684 0.119377 -0.684874 -0.252492 -0.636320 0.207907 0.069264 -0.016642 0.030398 -0.135893 -0.748370 0.273907 0.078000 -0.391351 0.912750 0.051067 0.129764 0.503871 1.000000 1.426697
0.843178 -0.035117 0.035079 -0.225285 -0.623739 -0.020929 -0.339338 0.454733 -0.923035 -0.592453 0.925114 -0.849201 0.991494 -0.665059 -0.657417 -0.910442 0.054641 0.792884 0.966245 0.945915 1.000000 0.562798
0.310836 -0.922734 0.697660 -0.456605 -0.433472 -0.861812 0.827855 0.332697 -0.249585 0.881441 -0.276783 -0.328997 0.346604 -0.432317 0.831647 -0.827354 0.513197 -0.107537 -0.075842 -0.464479 1.000000 1.070425
0.241219 -0.892758 -0.445813 -0.045723 0.318449 -0.910642 -0.242445 0.474634 0.342103 0.205429 -0.756098 -0.314645 -0.728815 0.715123 0.616544 0.565578 0.107006 -0.477035 0.010736 0.530523 1.000000 1.097155
0.821633 -0.432563 0.171991 0.991009 -0.743094 0.796106 0.969636 0.535629 -0.739151 0.910586 -0.222224 -0.325956 0.103861 0.624448 0.714406 0.651644 0.852206 0.802088 -0.233677 0.375458 1.000000 0.758088
0.833441 -0.534969 -0.412317 0.285707 0.008684 0.645933 0.473706 -0.690227 -0.657833 0.331664 -0.350485 0.855525 -0.028247 -0.749790 -0.722025 -0.774987 -0.169355 -0.789874 -0.854843 0.397243 1.000000 1.190965
-0.856440 -0.877150 0.409360 -0.689925 -0.572961 0.787566 -0.356271 -0.420267 -0.112817 -0.864060 0.448193 -0.328356 -0.611913 -0.017575 -0.619910 0.608555 0.052768 -0.293626 -0.373298 -0.637046 1.000000 0.681539
-0.309756 0.897684 0.973277 -0.922791 0.944370 0.978769 0.806248 -0.629483 -0.091810 -0.225691 -0.260713 0.931716 0.916757 -0.023586 0.745671 -0.840854 -0.969009 0.335116 -0.563602 0.053499 1.000000 0.849605
0.901293 -0.901541 -0.037806 0.223724 0.478055 -0.480099 0.496385 -0.077384 -0.933734 0.056639 0.505298 0.625053 -0.822668 -0.358889 -0.705502 -0.696714 0.020019 0.206637 0.350633 -0.333252 1.000000 0.922275
-0.794872 0.553974 -0.666935 0.851759 -0.541895 0.336291 -0.825845 -0.621362 0.450385 -0.892779 -0.686544 0.967587 -0.005768 -0.383333 -0.349636 -0.430328 -0.241769 -0.073842 -0.166007 -0.716901 1.000000 1.431356
-0.281822 -0.694375 0.816825 -0.371747 -0.205894 0.071588 -0.131092 0.537043 0.979266 0.038405 -0.942104 -0.766986 0.851912 -0.804530 0.311718 0.846813 -0.285924 0.840783 0.831147 -0.097522 1.000000 0.996925
0.183484 0.641167 0.411141 0.100271 -0.847247 -0.307081 -0.980853 0.041856 -0.146438 -0.658885 -0.858676 0.435531 -0.108566 0.198220 -0.890063 0.605361 0.409575 -0.884811 -0.405625 0.495281 1.000000 1.148461
-0.123502 -0.244170 0.734879 0.865389 0.578928 0.027762 -0.395945 -0.038822 -0.588451 0.806491 -0.649751 -0.926026 -0.325637 -0.784890 -0.954328 -0.486813 0.402467 -0.997270 0.562103 0.938380 1.000000 0.966028
0.922343 -0.035713 0.375267 -0.068989 0.176834 0.676872 0.256176 0.623110 0.848243 -0.942262 0.674323 0.382727 0.137366 0.072189 0.516140 0.326020 0.125974 0.048962 -0.632122 0.470438 1.000000 0.980011
