# x0 x1 x2 x3 x4 x5 x6 x7 amplitude sigma
-0.796736 0.489912 -0.954036 0.307122 -0.668740 -0.158189 0.571579 0.623915 1.000000 0.610906
-0.506274 0.384188 -0.921719 0.035349 0.614390 -0.491151 -0.713151 0.820600 1.000000 1.307972
0.743956 0.011112 0.420656 0.348427 0.047959 0.941829 0.039796 0.148982 1.000000 0.568487
0.854575 0.652008 0.917734 0.487341 -0.579418 -0.777834 -0.125245 -0.123757 1.000000 1.460335
0.184856 -0.384280 0.381433 -0.960052 -0.711401 -0.154969 0.462606 -0.736958 1.000000 1.479888
0.975227 -0.949478 0.207848 -0.651739 -0.910196 -0.724713 0.734053 0.473076 1.000000 0.861740
-0.059256 -0.285588 -0.838107 0.426703 -0.799466 0.408997 0.884064 0.465283 1.000000 0.695946
-0.777769 -0.135793 -0.200502 -0.962549 -0.082497 -0.981316 0.010834 -0.641899 1.000000 0.640617
-0.942904 -0.752620 0.377638 0.817986 0.207676 -0.395085 0.025141 -0.072548 1.000000 0.722673
-0.702007 -0.870202 0.902863 -0.487027 -0.920112 -0.739603 0.322648 0.324595 1.000000 1.089194
-0.658321 -0.956552 -0.075297 -0.920556 0.471280 -0.666834 0.135818 0.858018 1.000000 1.299732
-0.787849 -0.365685 0.744461 0.980840 0.072574 0.592331 -0.961679 -0.246475 1.000000 0.839645
-0.215927 -0.347476 -0.421582 0.849777 0.768012 0.800728 -0.236591 0.887807 1.000000 1.050483
-0.764741 0.270099 0.336086 -0.432208 -0.811840 0.215439 -0.891975 0.002967 1.000000 0.724522
0.017578 0.950179 0.941600 0.601434 -0.784318 -0.324476 -0.370890 -0.680677 1.000000 0.663334
0.480929 -0.537858 -0.170048 0.422456 -0.999203 -0.202399 -0.348165 0.696138 1.000000 1.106287
-0.795643 -0.091157 -0.310018 -0.536801 0.724107 -0.076882 0.571635 -0.040744 1.000000 1.446812
0.443839 0.685905 -0.583100 0.896746 0.295577 0.661680 -0.031422 0.209460 1.000000 1.380107
0.708827 -0.576153 -0.468381 -0.741273 -0.980646 -0.663856 -0.800310 0.911080 1.000000 0.868321
-0.232346 0.181704 -0.578444 0.772436 -0.759828 0.582013 -0.909750 -0.300357 1.000000 0.930739
0.040359 -0.928063 -0.690088 -0.211325 -0.839631 0.201742 -0.234059 -0.651983 1.000000 0.934266
-0.500590 -0.022909 0.288153 -0.319815 0.151428 -0.014532 0.345650 0.815411 1.000000 1.462751
-0.483328 0.125828 -0.837861 -0.413084 0.759604 -0.223082 -0.751665 0.506559 1.000000 0.746363
-0.416375 0.137816 0.360650 0.245999 -0.749503 -0.193290 -0.291118 -0.977332 1.000000 1.305063
0.157744 0.316565 0.194195 0.553148 0.342468 0.330532 0.109649 -0.797536 1.000000 0.743455
-0.370161 -0.807893 0.462083 -0.734497 -0.737826 -0.003711 -0.437287 -0.159815 1.000000 1.436948
0.564524 -0.102842 -0.392619 0.781044 -0.261717 -0.790565 0.485586 0.814988 1.000000 0.634902
-0.226870 -0.152282 0.190225 -0.766038 0.860129 -0.449976 -0.764547 0.574194 1.000000 1.472644
0.555011 0.868134 0.744280 -0.233685 0.122144 0.541676 0.820404 -0.071887 1.000000 0.839920
-0.060026 -0.745143 -0.247036 -0.574783 -0.276385 0.308745 0.770447 0.816547 1.000000 1.124171
-0.892588 0.549114 -0.713874 -0.412986 0.013175 -0.364657 0.211661 0.988404 1.000000 1.086351
-0.753916 -0.316057 -0.479668 -0.959122 -0.741125 -0.593511 -0.291874 0.816425 1.000000 1.343431
-0.782475 0.650780 0.081951 0.205231 0.949854 -0.608263 0.390385 -0.396709 1.000000 1.179921
-0.833872 0.855655 0.794786 -0.573482 -0.970694 0.847556 -0.543534 0.848084 1.000000 1.101130
-0.859737 -0.285667 0.710598 0.711628 -0.361232 -0.445243 -0.938727 -0.615092 1.000000 1.132889
0.298913 -0.582756 0.295044 0.354615 -0.157469 -0.794728 -0.889725 -0.720699 1.000000 1.309379
-0.004781 0.940098 -0.347062 0.548457 0.511272 0.164384 -0.925888 -0.354547 1.000000 1.307613
-0.685741 -0.929633 0.604261 -0.634955 -0.410917 0.091350 0.588648 -0.978672 1.000000 0.758174
0.521223 -0.321796 -0.977475 -0.467129 -0.088118 0.733786 -0.204431 0.991248 1.000000 1.408458
0.767466 0.837216 -0.275901 0.839404 0.880837 -0.767155 -0.739934 0.207662 1.000000 1.112392
-0.353374 -0.324074 -0.101255 0.034819 0.983570 -0.522447 -0.072182 -0.044085 1.000000 0.512721
0.600927 -0.728191 0.075886 -0.064932 0.977853 0.477134 -0.437396 0.523936 1.000000 0.658664
-0.090509 -0.619051 -0.585883 0.085877 0.665630 -0.043515 -0.134560 0.652032 1.000000 0.765892
-0.944567 -0.699340 -0.267105 0.953924 -0.532696 0.411960 0.695709 -0.289766 1.000000 0.648835
0.616898 -0.320363 -0.744584 -0.121840 -0.339823 -0.266410 -0.320922 0.506682 1.000000 1.401076
0.054495 -0.499364 -0.706160 -0.878124 -0.100165 -0.534721 -0.240147 -0.826191 1.000000 0.679487
0.072194 0.108501 -0.380389 -0.587402 0.007077 -0.078032 0.036288 0.198304 1.000000 1.039396
-0.635197 0.275196 -0.457941 -0.161208 -0.492339 0.059095 -0.769684 -0.201675 1.000000 0.629003
0.829868 0.050484 0.810478 -0.387197 0.374855 0.323495 -0.368340 0.081674 1.000000 0.602311
0.590079 0.920343 0.533077 -0.704189 0.580092 -0.954931 -0.861243 0.351134 1.000000 0.856240
0.141372 0.645732 0.203540 0.021805 0.519722 -0.566815 0.737788 0.209963 1.000000 1.439589
-0.415431 0.224290 0.165239 -0.095617 0.285736 -0.128350 -0.654712 0.638764 1.000000 1.304453
0.920498 0.505315 -0.944390 -0.495943 0.226150 -0.646664 0.703972 0.326572 1.000000 1.060469
0.265380 -0.057419 0.152341 -0.946598 0.229027 -0.546482 0.214137 0.708251 1.000000 0.653351
-0.090764 0.533505 0.807173 0.560303 0.156368 0.145263 0.697947 -0.163768 1.000000 0.863080
-0.954894 -0.451862 -0.220394 0.777965 -0.001966 0.676262 -0.119745 0.374262 1.000000 1.018252
-0.248587 0.265383 0.410594 -0.397282 -0.408416 0.154123 0.625415 0.023607 1.000000 0.559990
-0.141297 -0.273885 0.802071 0.186280 0.835215 0.998993 -0.291470 0.067756 1.000000 1.060327
-0.123533 -0.321653 0.448780 0.330999 0.344306 -0.292243 -0.945841 0.079775 1.000000 1.469975
0.939256 0.142280 -0.624123 -0.239902 0.676600 0.582391 0.956942 0.112629 1.000000 0.536990
0.524941 0.677169 -0.863613 -0.712251 -0.180300 0.563776 0.176902 -0.081051 1.000000 1.081698
0.649052 0.807017 -0.073462 -0.600749 0.159294 0.998706 0.664489 0.469431 1.000000 1.208649
-0.512787 0.129775 -0.772851 0.445463 0.838284 0.120393 0.861932 0.094838 1.000000 0.568779
-0.362324 0.550053 -0.580963 0.613923 0.915614 -0.198361 -0.309180 0.777808 1.000000 0.508355
0.485321 -0.145600 0.974273 0.443373 -0.877328 -0.479709 0.565281 0.375545 1.000000 0.933115
-0.725003 0.001567 0.873223 0.738996 0.662377 -0.832828 -0.120209 0.777419 1.000000 1.068271
0.176556 0.868088 0.357606 -0.549769 0.909591 -0.551300 0.133684 0.054549 1.000000 0.521779
0.313070 0.490359 -0.788822 0.878247 0.572378 -0.425530 -0.847125 0.123215 1.000000 1.165580
-0.979238 0.169573 0.246682 -0.686634 -0.299135 -0.900981 -0.592306 0.291287 1.000000 0.625644
-0.285589 0.358730 0.490169 0.182856 -0.510572 0.863069 -0.044969 0.631725 1.000000 1.467117
0.046652 -0.564034 0.753042 -0.082299 0.152245 0.207709 -0.684868 0.236737 1.000000 0.754206
0.384169 -0.893941 -0.583919 -0.079035 -0.667870 -0.477703 -0.130818 -0.137718 1.000000 0.526526
-0.280894 -0.431644 0.668931 -0.505071 0.116838 0.202960 0.781818 0.083690 1.000000 0.991909
0.758363 0.771303 -0.914375 0.182081 -0.001914 0.762250 -0.896177 0.385304 1.000000 0.726935
-0.210659 0.676291 -0.254871 0.670625 -0.694359 -0.869140 -0.885223 -0.168795 1.000000 1.421891
-0.392681 -0.058053 0.584659 -0.124721 -0.270656 -0.667705 0.673624 -0.157006 1.000000 1.475632
-0.585221 0.964348 -0.500945 0.870404 0.327596 0.205935 0.411286 -0.041731 1.000000 1.323282
0.921529 0.660222 0.767104 0.310456 -0.677143 0.955019 0.844197 -0.681652 1.000000 0.873843
-0.233599 0.689553 -0.881663 0.622657 0.408541 -0.497961 0.431894 -0.449323 1.000000 1.471435
0.031895 0.389550 0.592467 0.062899 -0.458347 -0.758602 -0.198858 0.823408 1.000000 0.563432
0.182614 -0.024235 0.180594 0.523652 0.837173 -0.073305 0.996093 0.588048 1.000000 1.175277
0.633863 0.177221 -0.646115 0.619107 -0.221901 0.605885 -0.535251 -0.691788 1.000000 0.875414
0.434450 -0.436646 -0.802211 0.540923 0.035535 -0.674313 0.706525 -0.630800 1.000000 1.378470
0.068431 -0.781800 0.197261 0.957490 -0.945291 -0.254472 0.761193 0.116894 1.000000 0.722937
-0.796382 -0.032318 -0.470744 0.505121 -0.666976 -0.475026 -0.319403 0.346565 1.000000 0.801009
0.303414 0.829529 -0.772779 -0.416930 0.655614 0.332227 -0.964348 0.806787 1.000000 1.345797
