# x0 x1 x2 x3 x4 amplitude sigma
-0.147155 0.937490 0.120999 0.518723 -0.177173 1.000000 1.075406
-0.182265 -0.116685 0.640686 0.605367 0.999868 1.000000 0.640308
-0.197230 0.169185 -0.139885 0.557933 -0.922132 1.000000 0.658273
0.966214 -0.856628 -0.528566 0.487849 0.435054 1.000000 0.562445
-0.511865 -0.304343 0.149606 -0.813022 -0.181596 1.000000 1.075754
-0.476320 -0.858587 -0.879664 0.117069 0.095856 1.000000 1.106405
-0.164160 -0.154812 -0.532841 0.368722 0.154798 1.000000 0.726724
-0.373077 0.010685 -0.830390 -0.229554 0.944823 1.000000 1.414835
-0.904465 0.971709 0.926007 0.388762 -0.252574 1.000000 1.415550
-0.269458 0.822932 0.257738 -0.431712 0.435960 1.000000 1.390239
-0.350034 -0.215461 0.423211 -0.807665 -0.581473 1.000000 1.212960
-0.235990 0.222939 0.264167 0.050280 -0.646567 1.000000 1.067371
0.405634 -0.887393 0.508206 -0.822796 -0.680483 1.000000 1.273159
0.167837 0.676706 0.745551 -0.799536 -0.418761 1.000000 0.522214
0.429484 0.729107 -0.802005 -0.893230 0.208235 1.000000 1.115923
