# x0 x1 x2 x3 x4 amplitude sigma
0.783566 0.464699 0.164156 0.055140 -0.136157 1.000000 0.998109
0.816154 -0.997042 0.888591 -0.080999 -0.583179 1.000000 1.118907
0.628608 -0.835994 0.218678 0.528734 -0.799550 1.000000 0.799821
0.144035 0.423762 -0.969010 0.157878 0.580970 1.000000 0.760703
-0.955421 0.147474 0.314718 0.880175 0.118468 1.000000 0.833855
-0.744148 0.379920 -0.447444 0.541035 -0.271875 1.000000 1.402361
-0.206515 0.257241 -0.356370 0.523422 0.681585 1.000000 0.862832
0.298689 0.742404 -0.790454 0.897310 -0.941918 1.000000 0.506344
-0.895404 0.126025 0.941480 0.042353 0.648104 1.000000 1.444796
-0.307016 0.583045 -0.583341 0.717249 0.019310 1.000000 1.260953
0.203425 -0.741475 0.930948 0.286000 -0.739173 1.000000 1.102995
0.262071 0.269936 -0.255896 0.505209 0.357864 1.000000 0.774703
-0.939830 -0.951165 -0.698980 -0.449548 -0.760188 1.000000 1.488924
0.727343 -0.082161 -0.588875 -0.590294 0.809692 1.000000 0.925721
-0.568681 -0.882754 0.530656 -0.766051 -0.378339 1.000000 1.241833
0.230352 0.731174 0.187208 0.712229 0.557822 1.000000 0.777258
-0.721529 -0.379910 0.958561 0.836594 0.114098 1.000000 1.157574
-0.246485 -0.590449 -0.614490 -0.814008 0.169121 1.000000 0.639249
-0.692791 -0.389243 -0.939054 -0.884280 0.590340 1.000000 1.200850
0.798808 -0.865656 -0.451182 -0.229457 0.915786 1.000000 0.853235
-0.022598 -0.569813 0.979032 -0.714987 -0.597081 1.000000 1.216534
-0.787333 -0.307647 -0.100634 0.260964 0.953385 1.000000 1.158687
-0.013484 0.254846 0.808730 0.046272 0.228348 1.000000 1.044070
-0.280985 -0.210965 -0.926925 -0.861895 -0.948104 1.000000 0.998403
-0.521869 -0.462591 0.008940 -0.174569 0.165275 1.000000 1.355965
0.473938 0.371618 -0.052192 0.744681 0.218685 1.000000 0.545277
0.662322 -0.507475 -0.274296 -0.401800 0.734470 1.000000 1.293339
0.086522 -0.507314 -0.334015 0.415543 -0.393676 1.000000 0.969926
-0.078798 -0.158362 0.255250 0.784799 -0.652337 1.000000 0.752911
-0.300264 -0.071180 0.008765 0.729251 -0.100916 1.000000 1.122393
-0.366687 0.245113 0.753930 0.829158 0.710513 1.000000 1.370279
0.274350 -0.073714 0.943988 -0.421453 0.222946 1.000000 1.493447
-0.362894 -0.849260 -0.292518 0.043729 0.140278 1.000000 1.099360
-0.002334 -0.994180 0.840038 -0.936452 0.159405 1.000000 0.827152
-0.601277 -0.365530 0.734891 0.636555 0.835540 1.000000 1.323824
-0.241544 0.782481 0.976721 0.521962 0.096081 1.000000 1.039722
-0.844053 -0.196579 0.928038 -0.765140 0.968350 1.000000 1.125810
-0.179941 0.659940 0.571216 0.349238 0.664139 1.000000 1.232522
