# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
0.005657 0.364733 0.663040 -0.351375 -0.875679 0.036655 -0.124873 -0.323066 0.416358 -0.081043 -0.230211 0.540043 0.064444 0.484644 -0.664560 0.535507 -0.840809 0.953081 1.000000 0.711238
-0.700487 -0.762164 -0.499732 0.773275 -0.489374 -0.351368 -0.484451 0.893448 0.351422 0.237525 -0.863319 -0.352780 0.771739 -0.935529 -0.672873 -0.958740 0.904521 0.032043 1.000000 1.389677
0.250265 0.629400 -0.052730 -0.148639 0.752461 -0.875928 -0.767364 -0.368230 0.545609 0.898603 -0.860114 0.254511 -0.653256 -0.892939 -0.618875 -0.909696 -0.640821 -0.279933 1.000000 0.533029
-0.118201 0.910142 -0.043811 -0.496192 -0.331161 -0.140426 -0.505260 -0.007282 0.043087 0.841685 0.241946 0.288832 0.996898 0.554206 -0.414412 -0.982638 -0.919860 0.011869 1.000000 1.344609
-0.396412 0.941748 -0.404619 0.443895 -0.135478 0.475426 -0.046987 0.649636 0.887568 -0.001755 -0.434900 -0.201791 0.379804 -0.984228 -0.293221 -0.799352 0.575382 -0.392056 1.000000 0.688719
-0.725003 -0.049202 -0.739895 0.006090 0.293047 0.888039 -0.075871 0.704573 -0.195170 0.473056 -0.967292 0.653283 0.601559 -0.473901 0.420821 -0.581499 -0.161507 -0.608744 1.000000 0.757956
0.997504 -0.486647 -0.258228 -0.115447 -0.416746 -0.967110 -0.709899 -0.633353 0.947359 0.788264 -0.249332 -0.607658 -0.896822 0.282004 -0.071739 -0.776160 -0.199913 0.382522 1.000000 0.670522
0.972277 0.535579 0.443310 0.016793 0.671445 0.289062 0.990334 -0.378790 -0.997145 -0.991927 0.164701 0.633028 -0.498587 -0.884078 0.959525 0.716679 0.044778 -0.240572 1.000000 0.972482
-0.022947 -0.468133 -0.502125 -0.465172 -0.312887 0.924000 -0.768308 0.070812 0.156257 0.948657 -0.790084 0.978187 0.493970 0.293170 0.273989 0.431710 -0.577181 0.315612 1.000000 1.359554
0.277265 0.688092 -0.745782 0.173811 -0.525511 0.136331 0.162868 -0.865678 0.634654 -0.614926 -0.942304 -0.063222 -0.025844 -0.287218 0.197813 0.060613 -0.096431 -0.648138 1.000000 1.383927
0.255157 -0.879491 -0.534615 0.136314 0.091111 0.493767 -0.280312 -0.707123 -0.766233 -0.920428 0.695191 0.974726 0.152888 0.709393 -0.551514 -0.758781 0.306724 -0.568268 1.000000 1.197524
0.461205 0.893020 -0.707342 0.437014 -0.713347 -0.578983 0.364206 0.186475 -0.149427 0.986571 -0.038275 0.303893 0.519495 0.529801 -0.412792 0.037600 -0.197920 0.033246 1.000000 0.816293
0.746328 -0.111557 -0.592113 0.547084 -0.769800 -0.732513 -0.558239 -0.631813 0.833648 -0.411496 -0.450392 -0.336547 0.854761 0.232868 -0.458835 -0.021973 0.226293 -0.057513 1.000000 1.460914
0.754124 -0.439615 -0.943672 -0.264418 0.739746 0.471384 0.023887 -0.837107 0.327394 0.143306 -0.964226 -0.235656 -0.750789 -0.403264 -0.779602 0.377518 -0.361826 0.839554 1.000000 0.615711
0.833019 -0.880312 0.462487 -0.779676 0.583822 0.854909 -0.002384 0.272562 0.556165 0.919756 -0.627718 -0.574768 0.609661 -0.805210 -0.707383 0.658236 -0.441079 0.988027 1.000000 0.531077
