# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 amplitude sigma
-0.105214 -0.081450 -0.148501 -0.031584 -0.104833 0.974900 -0.806800 0.004467 -0.907414 -0.538717 -0.487499 -0.294828 0.365701 -0.335916 -0.013108 0.284712 -0.136271 -0.775268 1.000000 1.201583
0.022723 0.928186 -0.444412 0.700039 0.092451 0.063254 -0.442447 -0.983038 0.905701 0.257449 -0.375738 -0.277549 0.996689 0.758675 -0.592150 -0.472533 0.524823 0.796534 1.000000 0.778274
-0.233481 0.932358 0.313998 0.145166 0.651495 -0.566723 0.639517 0.317301 0.085623 -0.503747 0.810467 0.114998 0.126350 0.635347 0.304096 -0.103513 -0.336325 -0.442211 1.000000 0.687203
-0.623935 -0.643866 -0.318840 0.799159 0.608056 -0.795287 0.895136 0.333910 0.462703 0.848407 -0.037877 0.823443 0.146765 0.982561 -0.650934 0.600413 -0.664990 0.675066 1.000000 0.773021
-0.924121 0.838012 -0.891260 0.564195 -0.761862 0.065716 0.398293 -0.405054 -0.059859 0.004247 -0.496984 -0.745073 -0.091939 -0.002342 0.194264 0.967741 -0.020601 -0.583290 1.000000 0.618015
-0.027912 0.048619 0.226165 -0.747935 -0.209395 0.553811 0.477441 -0.051111 0.283905 -0.770522 -0.203559 -0.122452 0.239576 0.413859 -0.567032 0.965073 -0.480397 -0.337910 1.000000 0.583978
0.443721 0.979114 -0.589466 -0.157384 0.185544 0.770731 -0.601848 0.523963 0.448672 -0.206120 0.357016 0.196447 -0.222992 -0.682913 -0.670279 0.106669 0.761565 0.153865 1.000000 1.248919
0.005439 -0.253065 -0.493684 0.523979 0.034056 0.928162 -0.497788 0.776679 -0.359885 0.430047 -0.684325 -0.895197 0.470162 -0.480515 -0.348790 -0.523481 0.191190 0.621021 1.000000 0.711926
-0.428693 -0.329304 -0.782720 0.011213 0.701006 -0.451645 -0.358896 0.060883 0.673165 0.921480 -0.840697 0.213715 0.003721 0.910173 0.068120 0.673383 -0.660518 -0.272979 1.000000 1.172918
-0.452218 0.696947 -0.267668 0.456288 -0.970078 0.886320 -0.627698 0.666289 -0.220817 -0.715710 -0.422010 0.709407 -0.261742 -0.506443 0.996558 -0.810033 0.567034 0.039807 1.000000 1.130849
0.335470 -0.811581 -0.754274 0.532729 -0.667067 -0.859663 0.080752 0.350895 -0.158316 0.109949 0.304821 0.051751 0.330306 0.781452 0.906850 0.654647 0.398369 0.159993 1.000000 0.639485
0.165521 -0.034458 -0.580459 -0.906485 0.934299 -0.713741 -0.728552 0.411980 0.099456 -0.762695 0.680344 -0.353004 0.065125 0.419922 -0.513071 -0.301155 -0.270405 0.246560 1.000000 0.508814
-0.102746 -0.933116 -0.019130 0.938487 0.012812 -0.142837 0.422266 -0.112661 -0.665059 -0.179694 -0.275042 -0.846952 -0.069671 0.804826 0.372842 -0.494694 -0.445828 -0.195994 1.000000 1.499476
0.118757 -0.377408 -0.713739 -0.460455 0.076721 0.195888 0.683714 -0.466765 -0.040936 -0.696023 0.173001 0.368753 0.229258 -0.503749 0.234980 -0.173701 -0.480125 -0.574664 1.000000 0.801938
0.888057 -0.828972 0.583520 -0.860420 0.042477 -0.685828 0.747730 0.186123 0.191729 -0.740592 0.125278 -0.518137 0.980149 -0.851492 0.593030 -0.227821 0.553264 -0.422031 1.000000 1.102973
