# x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 amplitude sigma
-0.185533 0.965565 0.774806 -0.525832 -0.351071 0.624755 -0.360602 0.205152 0.728912 -0.128408 -0.282973 -0.452965 0.517507 0.181107 0.609606 1.000000 0.870927
0.751090 0.309359 0.702334 -0.125032 -0.782891 0.880372 0.937938 0.795962 0.431189 0.749216 -0.874507 0.029712 0.116361 0.022569 0.278529 1.000000 1.164884
-0.384334 -0.674593 -0.750827 -0.606418 -0.876474 -0.013420 0.228061 0.819918 -0.902149 -0.029181 0.570949 0.931553 0.991890 -0.712665 0.876434 1.000000 0.996658
0.272611 -0.428453 0.929098 -0.742367 0.612606 -0.365455 0.199837 -0.775934 0.710041 0.161323 0.927987 0.026573 0.115503 -0.112908 -0.495835 1.000000 1.102079
0.891128 0.811418 -0.155007 -0.301602 -0.901428 -0.463729 -0.650620 -0.030750 -0.356395 0.873794 0.022383 0.819490 0.872062 -0.663970 0.752765 1.000000 0.744185
-0.213262 0.633198 0.213602 -0.841436 -0.444808 0.776829 0.696351 -0.322937 0.599745 0.345811 -0.797860 0.332223 -0.122766 -0.634230 0.702328 1.000000 0.994748
-0.847841 0.924200 -0.639896 -0.070797 -0.625339 -0.024589 0.080408 -0.197837 0.727094 0.175534 -0.270914 -0.752344 -0.847962 0.818631 0.402752 1.000000 1.210540
-0.211434 -0.379616 0.803382 0.485273 -0.067972 0.868661 -0.588387 0.341887 -0.332415 0.683143 -0.524614 -0.527853 -0.567715 0.433686 -0.078649 1.000000 0.951392
-0.666924 0.061316 0.693187 0.620765 -0.758879 -0.239795 0.343533 -0.731810 -0.866270 0.289454 -0.773087 -0.445550 0.171270 -0.554801 0.671261 1.000000 0.547038
-0.626154 0.156785 0.303611 0.135673 -0.616618 0.541559 -0.176540 -0.210840 0.283864 0.883924 0.513998 0.439702 0.711342 0.602371 -0.073109 1.000000 1.030978
-0.119630 0.274070 -0.504733 0.040261 0.101111 0.002066 0.012996 -0.033020 -0.629913 0.538766 0.582603 -0.611006 0.235505 -0.135920 0.654816 1.000000 1.053058
-0.329977 0.335271 -0.236775 0.895768 -0.227342 -0.892664 0.429281 0.527127 -0.754344 0.643655 -0.272864 0.720086 -0.086392 -0.976275 0.748397 1.000000 0.614435
-0.439989 -0.009007 0.701281 0.327935 0.523236 -0.756201 -0.116506 -0.138585 0.356491 0.476477 0.362093 0.766580 0.654062 -0.754970 0.881922 1.000000 0.745474
0.617333 -0.233409 -0.111406 -0.859901 0.148597 -0.008258 0.683879 -0.049109 -0.064950 -0.276569 -0.298551 0.394056 0.645718 0.571740 0.065045 1.000000 1.336702
-0.937416 0.538559 -0.407024 -0.207644 0.484579 -0.273649 -0.988477 0.281498 0.860459 0.699876 -0.019244 0.160522 -0.569695 -0.824440 -0.221529 1.000000 1.405795
